PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
PSA PRH,PSA,,13.5,12/12/2024,,,0.35,5.60%,26.96,22.76,22.80,0.04,-4.16,23.36,24.39,-2.38,-6.51,20.85,25.70,20.85,26.10,20.00,22.53,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRI,PSA,,13.5,12/12/2024,,,0.30,4.88%,25.80,19.44,19.67,0.23,-6.13,20.33,21.65,-3.25,-9.16,19.08,23.72,19.08,23.94,20.00,19.44,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRJ,PSA,,13.5,12/12/2024,,,0.29,4.70%,25.08,18.25,18.93,0.68,-6.15,19.53,20.74,-3.08,-8.72,18.33,23.21,17.94,23.21,20.00,18.70,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRK,PSA,,13.5,12/12/2024,,,0.30,4.75%,25.80,18.40,19.31,0.91,-6.49,19.75,20.93,-2.25,-7.74,18.57,23.21,18.16,23.21,20.00,19.08,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRL,PSA,,13.5,12/12/2024,,,0.29,4.63%,24.84,18.17,18.86,0.69,-5.98,19.31,20.43,-2.35,-7.70,17.52,22.89,17.52,22.89,20.00,18.63,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRM,PSA,,13.5,12/12/2024,,,0.26,4.13%,22.79,16.05,16.85,0.80,-5.94,17.31,18.41,-2.68,-8.46,16.28,20.79,15.82,20.79,20.00,16.65,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRN,PSA,,13.5,12/12/2024,,,0.24,3.88%,21.02,15.12,15.76,0.64,-5.26,16.21,17.14,-2.76,-8.08,15.36,19.23,14.90,19.23,20.00,15.57,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRO,PSA,,13.5,12/12/2024,11/17/2025,,0.24,3.90%,20.29,15.53,15.90,0.37,-4.39,16.29,17.21,-2.42,-7.63,15.40,19.13,15.10,19.14,20.00,15.71,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRP,PSA,,13.5,12/12/2024,,,0.25,4.00%,20.88,15.54,16.10,0.56,-4.78,16.68,17.71,-3.46,-9.08,15.39,19.99,15.37,19.99,20.00,15.91,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRQ,PSA,,13.5,12/12/2024,,,0.25,3.95%,20.84,15.31,15.89,0.58,-4.95,16.39,17.41,-3.05,-8.72,15.43,19.47,15.17,19.47,20.00,15.70,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRR,PSA,,13.5,12/12/2024,,,0.25,4.00%,20.78,15.59,16.12,0.53,-4.66,16.64,17.77,-3.11,-9.26,15.68,20.16,15.38,20.16,20.00,15.93,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRS,PSA,,13.5,12/12/2024,,,0.26,4.10%,21.15,15.83,16.54,0.71,-4.61,17.04,18.17,-2.95,-9.00,14.18,20.47,14.18,20.47,20.00,16.34,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSEC PRA,PSEC,,9,10/16/2024,7/19/2026,,0.33,5.35%,19.55,15.21,17.30,2.09,-2.25,16.32,17.67,6.02,-2.09,14.58,21.54,14.04,21.54,53.00,17.16,3.68,3.39,5.72,4.65,4.45,3.39,9.25,1.66,9.00,6.52,4.80,0.09,-0.60,0.09,-0.36,-0.21,-0.17,-0.44,-0.23,16.84,35.81,16.84,57.90,-4.44,-3.81,18.66,11.16,2.15,46.94,2.63,10.67,23.47,30.44,8.85,4.46,-0.36,-0.60,0.09,0.09,0.09,10.59,0.09,13.86,46.86,-0.17,-0.21,-0.38,41.65,20.80,40.08,27.21,35.38,27.60,37.32,32.53,39.08,<1B USD
REGCO,REG,,NR,10/16/2024,,,0.37,5.88%,,21.85,22.77,0.92,,22.47,22.72,1.33,0.20,21.43,24.70,21.20,24.90,53.00,22.62,74.05,58.19,78.19,74.46,73.44,33.29,78.78,13.52,8.00,63.80,35.30,1.22,-0.06,0.27,-0.05,-0.01,0.01,0.16,1.10,90.00,84.60,31.80,85.23,0.83,0.84,57.11,67.83,73.21,6.67,71.39,92.19,59.87,63.02,25.01,22.03,-0.05,-0.06,0.27,1.22,1.22,23.94,0.27,28.16,84.92,0.01,-0.01,0.00,61.50,10.90,61.83,41.09,52.92,39.77,53.34,64.62,67.61,<1B USD
REGCP,REG,,NR,10/16/2024,,,0.39,6.25%,,23.10,23.32,0.22,,23.47,23.73,-0.64,-1.74,21.88,25.63,21.88,25.63,53.00,23.16,74.05,58.19,78.19,74.46,73.44,33.29,78.78,13.52,8.00,63.80,35.30,1.22,-0.06,0.27,-0.05,-0.01,0.01,0.16,1.10,90.00,84.60,31.80,85.23,0.83,0.84,57.11,67.83,73.21,6.67,71.39,92.19,59.87,63.02,25.01,22.03,-0.05,-0.06,0.27,1.22,1.22,23.94,0.27,28.16,84.92,0.01,-0.01,0.00,61.50,10.90,61.83,41.09,52.92,39.77,53.34,64.62,67.61,<1B USD
REXR PRB,REXR,,NR,12/13/2024,,,0.37,5.88%,25.39,21.16,23.03,1.87,-2.36,23.10,22.76,-0.30,1.18,22.21,24.57,20.60,24.57,21.00,22.75,35.59,29.68,52.61,41.97,40.89,29.68,84.68,8.42,8.00,50.18,33.95,0.20,-0.58,0.20,-0.32,-0.15,-0.13,-0.29,0.05,25.93,37.83,25.93,60.88,-2.97,-2.70,31.47,21.39,46.70,49.91,65.34,16.41,33.61,38.24,14.23,7.63,-0.32,-0.58,0.20,0.20,0.20,11.92,0.20,22.54,49.36,-0.13,-0.15,-0.28,56.84,10.90,45.08,38.42,49.54,39.34,52.78,41.47,45.91,<1B USD
REXR PRC,REXR,,NR,11/15/2024,,,0.35,5.63%,26.10,20.05,21.85,1.80,-4.25,21.75,21.95,0.44,-0.48,20.13,24.54,19.71,24.54,83.00,21.82,35.59,29.68,52.61,41.97,40.89,29.68,84.68,8.42,8.00,50.18,33.95,0.20,-0.58,0.20,-0.32,-0.15,-0.13,-0.29,0.05,25.93,37.83,25.93,60.88,-2.97,-2.70,31.47,21.39,46.70,49.91,65.34,16.41,33.61,38.24,14.23,7.63,-0.32,-0.58,0.20,0.20,0.20,11.92,0.20,22.54,49.36,-0.13,-0.15,-0.28,56.84,10.90,45.08,38.42,49.54,39.34,52.78,41.47,45.91,<1B USD
RF PRE,RF,,10,11/27/2024,,,0.28,4.45%,20.69,15.45,17.41,1.96,-3.28,17.66,18.23,-1.42,-4.50,16.41,19.98,14.16,19.98,5.00,17.15,22.54,17.72,27.96,26.74,24.52,9.76,27.96,20.26,10.00,16.28,8.26,1.31,-0.19,0.27,-0.19,-0.16,-0.08,0.38,1.73,90.00,72.55,31.76,72.55,-3.11,-1.45,72.95,95.76,74.24,88.95,71.36,34.31,32.71,47.02,31.66,30.69,-0.19,-0.19,0.27,1.31,1.31,24.94,0.27,28.11,72.55,-0.08,-0.16,-0.24,64.36,30.70,61.71,30.18,39.14,29.32,39.59,40.67,53.60,<1B USD
RNR PRF,RNR,,12,11/27/2024,,,0.36,5.75%,25.11,20.71,21.11,0.40,-4.00,22.03,23.26,-4.20,-9.26,20.80,25.08,20.43,25.10,5.00,20.77,248.10,208.98,300.00,264.64,230.17,124.18,300.00,12.07,12.00,199.42,129.30,1.00,-0.17,0.19,-0.17,-0.06,0.08,0.24,0.92,89.83,74.43,24.98,74.43,-0.65,2.62,63.02,59.91,70.09,91.37,64.18,37.49,49.66,75.52,27.49,19.58,-0.17,-0.17,0.19,1.00,1.00,21.29,0.19,21.63,74.43,0.08,-0.06,0.02,60.88,50.50,65.10,58.53,74.95,59.34,79.10,55.61,78.56,<1B USD
RNR PRG,RNR,,12,11/27/2024,,,0.26,4.20%,20.02,15.35,15.60,0.25,-4.42,16.18,17.43,-3.57,-10.51,14.26,18.97,14.26,19.46,5.00,15.35,248.10,208.98,300.00,264.64,230.17,124.18,300.00,12.07,12.00,199.42,129.30,1.00,-0.17,0.19,-0.17,-0.06,0.08,0.24,0.92,89.83,74.43,24.98,74.43,-0.65,2.62,63.02,59.91,70.09,91.37,64.18,37.49,49.66,75.52,27.49,19.58,-0.17,-0.17,0.19,1.00,1.00,21.29,0.19,21.63,74.43,0.08,-0.06,0.02,60.88,50.50,65.10,58.53,74.95,59.34,79.10,55.61,78.56,<1B USD
SCE PRG,EIX,TP,10,12/13/2024,,,0.32,5.10%,20.73,17.20,16.95,-0.25,-3.78,17.70,19.62,-4.23,-13.61,16.32,21.69,16.32,21.70,21.00,16.70,58.00,49.06,88.77,87.09,52.42,48.47,88.77,22.32,10.00,78.20,46.86,0.20,-0.35,0.18,-0.35,-0.33,0.11,-0.26,0.24,25.73,58.80,24.58,58.80,-9.63,3.35,34.34,29.77,46.53,80.74,63.68,12.41,1.00,80.65,15.43,10.23,-0.35,-0.35,0.18,0.20,0.20,11.89,0.18,21.25,58.80,0.11,-0.33,-0.22,65.24,30.70,56.28,43.63,56.13,43.17,57.83,1.00,83.05,<1B USD
SCE PRL,EIX,TP,10,12/13/2024,,,0.31,5.00%,20.24,16.94,16.54,-0.40,-3.70,17.32,19.21,-4.51,-13.89,15.98,21.09,15.98,21.32,21.00,16.30,58.00,49.06,88.77,87.09,52.42,48.47,88.77,22.32,10.00,78.20,46.86,0.20,-0.35,0.18,-0.35,-0.33,0.11,-0.26,0.24,25.73,58.80,24.58,58.80,-9.63,3.35,34.34,29.77,46.53,80.74,63.68,12.41,1.00,80.65,15.43,10.23,-0.35,-0.35,0.18,0.20,0.20,11.89,0.18,21.25,58.80,0.11,-0.33,-0.22,65.24,30.70,56.28,43.63,56.13,43.17,57.83,1.00,83.05,<1B USD
SCHW PRD,SCHW,,12,11/13/2024,,,0.37,5.95%,25.94,22.65,24.75,2.10,-1.19,25.05,25.18,-1.21,-1.69,24.25,25.71,22.29,25.71,81.00,24.71,89.00,61.01,89.39,80.80,82.01,31.63,96.24,162.13,12.00,46.77,30.75,1.81,-0.08,0.46,-0.00,0.10,0.09,0.90,1.89,90.00,83.23,46.70,89.61,3.61,2.81,109.63,103.08,79.26,6.75,81.90,83.22,79.04,76.84,47.08,32.96,-0.00,-0.08,0.46,1.81,1.81,30.85,0.46,42.39,86.42,0.09,0.10,0.19,88.11,50.50,80.76,37.70,48.64,38.29,51.39,81.52,79.72,<1B USD
SCHW PRJ,SCHW,,12,11/13/2024,,,0.28,4.45%,23.40,16.75,19.13,2.38,-4.27,19.47,20.38,-1.75,-6.12,18.33,22.60,16.63,22.60,81.00,19.10,89.00,61.01,89.39,80.80,82.01,31.63,96.24,162.13,12.00,46.77,30.75,1.81,-0.08,0.46,-0.00,0.10,0.09,0.90,1.89,90.00,83.23,46.70,89.61,3.61,2.81,109.63,103.08,79.26,6.75,81.90,83.22,79.04,76.84,47.08,32.96,-0.00,-0.08,0.46,1.81,1.81,30.85,0.46,42.39,86.42,0.09,0.10,0.19,88.11,50.50,80.76,37.70,48.64,38.29,51.39,81.52,79.72,<1B USD
SF PRB,SF,,8,12/2/2024,,,0.39,6.25%,26.94,22.01,24.30,2.29,-2.64,24.19,24.57,0.44,-1.10,22.22,25.44,21.56,25.73,10.00,23.95,98.49,73.27,120.64,115.01,110.50,29.39,120.64,10.12,8.00,44.55,22.91,2.35,-0.18,0.34,-0.18,-0.14,-0.11,1.21,3.30,90.00,73.48,37.54,73.48,-2.76,-2.16,131.41,165.25,83.28,90.14,76.04,35.87,35.12,42.00,56.23,52.23,-0.18,-0.18,0.34,2.35,2.35,37.15,0.34,33.63,73.48,-0.11,-0.14,-0.25,60.05,10.90,56.46,37.22,48.03,35.51,47.74,42.79,49.20,<1B USD
SF PRC,SF,,8,12/2/2024,,,0.38,6.13%,27.00,22.12,23.68,1.56,-3.32,24.01,24.53,-1.37,-3.45,21.81,26.47,21.27,26.47,10.00,23.34,98.49,73.27,120.64,115.01,110.50,29.39,120.64,10.12,8.00,44.55,22.91,2.35,-0.18,0.34,-0.18,-0.14,-0.11,1.21,3.30,90.00,73.48,37.54,73.48,-2.76,-2.16,131.41,165.25,83.28,90.14,76.04,35.87,35.12,42.00,56.23,52.23,-0.18,-0.18,0.34,2.35,2.35,37.15,0.34,33.63,73.48,-0.11,-0.14,-0.25,60.05,10.90,56.46,37.22,48.03,35.51,47.74,42.79,49.20,<1B USD
SF PRD,SF,,8,12/2/2024,,,0.28,4.50%,20.54,15.64,18.12,2.48,-2.42,17.70,18.62,2.34,-2.70,15.85,21.74,15.00,21.74,10.00,17.87,98.49,73.27,120.64,115.01,110.50,29.39,120.64,10.12,8.00,44.55,22.91,2.35,-0.18,0.34,-0.18,-0.14,-0.11,1.21,3.30,90.00,73.48,37.54,73.48,-2.76,-2.16,131.41,165.25,83.28,90.14,76.04,35.87,35.12,42.00,56.23,52.23,-0.18,-0.18,0.34,2.35,2.35,37.15,0.34,33.63,73.48,-0.11,-0.14,-0.25,60.05,10.90,56.46,37.22,48.03,35.51,47.74,42.79,49.20,<1B USD
SHO PRH,SHO,,NR,12/27/2024,,,0.38,6.13%,23.75,20.40,20.87,0.47,-2.88,20.86,21.73,0.05,-3.96,19.14,24.27,19.14,24.27,35.00,20.64,8.88,7.45,12.41,10.18,11.36,7.00,13.91,1.77,8.00,13.17,7.48,0.27,-0.36,0.19,-0.28,-0.13,-0.22,-0.33,0.19,31.49,57.46,25.36,64.40,-2.34,-4.97,28.38,27.54,50.80,78.75,64.65,23.17,37.97,22.30,12.93,9.54,-0.28,-0.36,0.19,0.27,0.27,12.74,0.19,22.00,60.93,-0.22,-0.13,-0.35,41.92,10.90,44.12,29.27,37.99,28.94,39.09,45.31,31.96,<1B USD
SHO PRI,SHO,,NR,12/27/2024,,,0.36,5.70%,22.98,19.43,19.86,0.43,-3.12,19.77,20.47,0.47,-2.98,17.96,22.79,17.96,22.79,35.00,19.64,8.88,7.45,12.41,10.18,11.36,7.00,13.91,1.77,8.00,13.17,7.48,0.27,-0.36,0.19,-0.28,-0.13,-0.22,-0.33,0.19,31.49,57.46,25.36,64.40,-2.34,-4.97,28.38,27.54,50.80,78.75,64.65,23.17,37.97,22.30,12.93,9.54,-0.28,-0.36,0.19,0.27,0.27,12.74,0.19,22.00,60.93,-0.22,-0.13,-0.35,41.92,10.90,44.12,29.27,37.99,28.94,39.09,45.31,31.96,<1B USD
SIGIP,SIGI,,10,11/27/2024,,,0.29,4.60%,20.74,15.48,17.29,1.81,-3.45,17.79,18.45,-2.79,-6.31,16.82,20.30,15.17,20.30,5.00,17.02,89.66,78.13,103.56,96.38,79.96,48.04,109.58,5.45,10.00,68.79,46.42,0.87,-0.18,0.15,-0.13,-0.07,0.12,0.30,0.93,79.31,73.64,21.81,77.92,-0.84,3.73,67.21,60.48,67.94,90.35,4.62,43.40,48.36,83.32,29.25,19.75,-0.13,-0.18,0.15,0.87,0.87,19.75,0.15,18.60,75.78,0.12,-0.07,0.05,50.90,30.70,57.82,42.00,54.07,43.05,57.67,54.47,85.39,<1B USD
SLG PRI,SLG,,9.5,12/17/2024,,,0.41,6.50%,25.67,18.15,22.05,3.90,-3.62,22.66,22.77,-2.70,-3.15,21.09,24.87,15.26,24.87,25.00,21.75,58.43,45.15,82.81,79.15,65.69,19.06,88.27,4.44,9.50,70.64,43.84,2.07,-0.34,0.29,-0.29,-0.26,-0.11,0.33,1.37,90.00,59.58,33.53,63.50,-7.28,-2.21,,,81.27,81.87,72.90,21.45,17.18,41.67,,,-0.29,-0.34,0.29,2.07,2.07,33.81,0.29,29.80,61.54,-0.11,-0.26,-0.37,48.60,25.75,29.95,0.00,1.00,0.00,1.00,15.27,48.92,<1B USD
SOJC,SO,BB,11.5,11/29/2024,,,0.33,5.25%,25.69,20.75,21.59,0.84,-4.10,21.94,23.09,-1.62,-6.51,21.10,25.07,20.35,25.07,7.00,21.29,89.47,76.64,94.45,88.14,86.48,50.40,94.45,98.34,11.50,68.44,46.36,0.78,-0.05,0.17,-0.05,0.02,0.03,0.31,0.93,72.02,85.25,23.39,85.25,1.37,1.51,67.49,60.40,66.26,6.63,62.11,92.15,63.56,67.74,29.37,19.73,-0.05,-0.05,0.17,0.78,0.78,18.68,0.17,20.12,85.25,0.03,0.02,0.05,84.73,45.55,79.52,41.94,53.99,43.04,57.65,67.87,71.75,<1B USD
SOJD,SO,BB,11.5,10/29/2024,,,0.31,4.95%,23.86,19.45,20.11,0.66,-3.75,20.65,21.84,-2.62,-7.94,19.26,24.55,19.26,24.55,66.00,20.03,89.47,76.64,94.45,88.14,86.48,50.40,94.45,98.34,11.50,68.44,46.36,0.78,-0.05,0.17,-0.05,0.02,0.03,0.31,0.93,72.02,85.25,23.39,85.25,1.37,1.51,67.49,60.40,66.26,6.63,62.11,92.15,63.56,67.74,29.37,19.73,-0.05,-0.05,0.17,0.78,0.78,18.68,0.17,20.12,85.25,0.03,0.02,0.05,84.73,45.55,79.52,41.94,53.99,43.04,57.65,67.87,71.75,<1B USD
SOJE,SO,BB,11.5,1/10/2025,,,0.26,4.20%,20.96,17.42,17.61,0.19,-3.35,18.27,19.62,-3.61,-10.22,17.28,22.35,17.28,22.35,49.00,17.49,89.47,76.64,94.45,88.14,86.48,50.40,94.45,98.34,11.50,68.44,46.36,0.78,-0.05,0.17,-0.05,0.02,0.03,0.31,0.93,72.02,85.25,23.39,85.25,1.37,1.51,67.49,60.40,66.26,6.63,62.11,92.15,63.56,67.74,29.37,19.73,-0.05,-0.05,0.17,0.78,0.78,18.68,0.17,20.12,85.25,0.03,0.02,0.05,84.73,45.55,79.52,41.94,53.99,43.04,57.65,67.87,71.75,<1B USD
SR PRA,SR,,11,10/25/2024,8/15/2024,,0.37,5.90%,26.15,21.87,24.09,2.22,-2.06,24.31,24.34,-0.89,-1.02,23.20,25.39,21.36,25.39,62.00,23.97,74.45,57.77,79.81,70.66,74.35,50.58,79.81,4.39,11.00,86.34,63.50,0.47,-0.07,0.29,-0.07,0.05,0.00,-0.14,0.17,47.75,83.96,33.10,83.96,2.37,0.66,36.01,26.88,58.87,6.71,72.53,94.63,70.47,61.77,16.13,9.34,-0.07,-0.07,0.29,0.47,0.47,15.12,0.29,29.39,83.96,0.00,0.05,0.05,48.48,40.60,62.29,44.96,57.81,47.39,63.37,73.96,66.52,<1B USD
SREA,SRE,BB,11.5,12/13/2024,,,0.36,5.75%,25.24,21.16,20.50,-0.66,-4.74,21.97,23.42,-6.69,-12.48,19.60,25.24,19.60,25.47,21.00,20.22,78.43,61.90,95.77,94.69,85.34,56.08,95.77,51.15,11.50,78.99,49.82,0.40,-0.18,0.27,-0.18,-0.17,-0.08,-0.01,0.57,41.88,73.70,31.36,73.70,-3.49,-1.45,45.25,44.67,56.41,90.44,70.99,36.26,30.08,46.98,20.02,14.85,-0.18,-0.18,0.27,0.40,0.40,14.26,0.27,27.73,73.70,-0.08,-0.17,-0.25,77.18,45.55,71.57,43.76,56.30,43.98,58.88,38.36,53.56,<1B USD
STT PRG,STT,,13,11/27/2024,,,0.33,5.35%,26.90,21.63,22.28,0.65,-4.62,23.10,24.00,-3.54,-7.17,21.62,25.16,21.42,25.16,5.00,21.97,98.28,70.20,103.00,96.34,99.81,54.26,104.87,28.03,13.00,79.13,46.67,0.81,-0.06,0.40,-0.05,0.02,-0.02,0.24,1.11,74.90,84.34,42.00,85.88,1.50,0.23,62.87,68.19,66.95,6.68,79.09,90.93,64.46,58.77,27.43,22.14,-0.05,-0.06,0.40,0.81,0.81,19.10,0.40,37.90,85.11,-0.02,0.02,0.00,67.66,60.40,74.21,43.79,56.33,43.12,57.76,68.67,63.89,<1B USD
SYF PRA,SYF,,NR,10/30/2024,11/15/2024,,0.35,5.63%,22.14,15.28,17.81,2.53,-4.33,18.46,19.26,-3.54,-7.53,16.19,21.94,14.51,21.94,67.00,17.72,60.06,40.54,70.93,65.14,65.59,17.54,70.93,22.86,8.00,33.27,13.41,2.42,-0.15,0.48,-0.15,-0.08,-0.08,0.81,3.48,90.00,76.21,48.52,76.21,-1.05,-1.54,102.72,173.20,83.76,93.67,82.89,40.50,46.88,46.38,44.17,54.70,-0.15,-0.15,0.48,2.42,2.42,38.01,0.48,44.13,76.21,-0.08,-0.08,-0.16,65.47,10.90,59.72,34.65,44.78,31.67,42.69,53.16,53.04,<1B USD
T PRA,T,,10,1/7/2025,12/12/2024,,0.31,5.00%,23.49,18.31,20.11,1.80,-3.38,20.56,21.21,-2.17,-5.19,19.15,22.78,18.20,22.80,46.00,19.96,28.00,17.11,29.03,22.98,26.24,13.43,29.03,201.62,10.00,28.94,21.47,1.08,-0.04,0.64,-0.04,0.22,0.07,-0.03,0.30,90.00,86.81,60.92,86.81,6.65,2.34,43.45,32.71,71.36,6.54,88.72,89.07,100.00,73.58,19.26,11.14,-0.04,-0.04,0.64,1.08,1.08,22.31,0.64,55.97,86.81,0.07,0.22,0.29,90.03,30.70,77.71,33.58,43.43,34.96,47.02,100.00,76.86,<1B USD
