"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"RITM PRC","RITM-C","RITM","FF","","8.000000","07/25/2025","2/15/2025","NONE","0.590000","6.38%","","","529.83","Reit","","65.000000","","","","","","24.720000","","","24.680000","24.200000","0.160000","2.150000","22.800000","25.180000","17.120000","25.180000","24.560000","11.680000","9.130000","12.200000","10.790000","11.940000","6.380000","12.200000","6.188414","8.000000","","","0.830721","-0.042623","0.279299","-0.042623","0.082484","-0.021776","","","115.725216","26.050719","89.751843","26.194709","54.258195","40.526104","","","61.055620","1.734427","72.304756","16.843984","79.293881","59.187682","",""
"RITM PRD","RITM-D","RITM","NFF","","12.000000","08/01/2025","11/15/2026","NONE","0.440000","7.00%","","","529.83","Reit","","72.000000","","","","","","24.110000","","","23.990000","23.760000","0.500000","1.470000","22.330000","24.700000","18.810000","25.260000","24.020000","11.680000","9.130000","12.200000","10.790000","11.940000","6.380000","12.200000","6.188414","8.000000","","","0.830721","-0.042623","0.279299","-0.042623","0.082484","-0.021776","","","115.725216","26.050719","89.751843","26.194709","54.258195","40.526104","","","61.055620","1.734427","72.304756","16.843984","79.293881","59.187682","",""
"RIV PRA","RIV-A","RIV","","","9.500000","06/13/2025","5/15/2027","NONE","0.380000","6.00%","25.010000","22.060000","21.47","Cef","","23.000000","","","","","","22.950000","0.890000","-2.060000","23.340000","23.430000","-1.660000","-2.060000","22.400000","24.800000","21.890000","24.800000","22.670000","12.050000","10.110000","12.960000","12.480000","12.380000","9.620000","18.750000","0.258713","9.500000","17.180000","11.160000","0.252599","-0.357333","0.191889","-0.070216","-0.034455","-0.026656","-0.298603","0.079749","87.437275","2827.740587","81.207723","26.938763","45.696065","40.199195","367.627174","209.597662","46.375588","80.720231","65.516746","17.294029","66.938837","58.718303","13.914049","10.959121"
"RJF PRB","RJF-B","RJF","","","8.000000","06/27/2025","7/1/2026","NONE","0.400000","6.38%","","","201.75","Assetmanagement","","37.000000","","","","","","25.250000","","","25.230000","25.210000","0.090000","0.140000","24.760000","26.450000","24.600000","26.450000","25.010000","153.810000","104.230000","174.320000","163.780000","159.580000","28.400000","174.320000","31.031167","8.000000","41.880000","27.300000","4.415845","-0.117657","0.475679","-0.117657","-0.060874","-0.036157","2.672636","4.634066","156.947108","3426.696007","102.276871","160.259888","43.761681","39.562738","1645.872005","1199.116499","82.447727","97.606103","82.255461","97.933893","64.147546","57.804474","58.816378","57.976524"
"RLJ PRA","RLJ-A","RLJ","","","8.000000","07/30/2025","NONE","NONE","0.490000","7.80%","26.330000","23.550000","151.76","Reit","","70.000000","","","","","","24.650000","1.100000","-1.680000","24.760000","25.130000","-0.440000","-1.910000","22.800000","26.630000","22.800000","26.630000","24.540000","7.500000","6.160000","10.840000","9.800000","9.600000","6.160000","17.510000","1.138200","8.000000","16.130000","4.660000","0.217532","-0.571673","0.217532","-0.308118","-0.234694","-0.218750","-0.535028","0.609442","84.030374","1874.219791","84.030374","136.057254","38.793523","27.331823","233.174805","324.684332","44.607576","53.838381","67.759246","83.294824","56.978557","40.243234","9.190991","16.427512"
"RPT PRC","RPT-C","RPT","NFF","","8.000000","05/15/2025","5/15/2030","NONE","0.490000","9.88%","","","45.42","Reit","","84.000000","","","","","","25.010000","","","","","","","24.220000","25.500000","24.220000","25.500000","24.980000","2.760000","2.280000","3.860000","","3.190000","2.280000","14.740000","0.125359","8.000000","","","0.210526","-0.812754","0.210526","-0.284974","","-0.134796","","","83.290276","801.737625","83.290276","141.653812","","32.955443","","","44.223502","23.602748","67.171263","86.679927","","48.317670","",""
"RWAYL","RWAYL","RWAY","","BB","8.000000","05/15/2025","7/28/2024","7/28/2027","0.470000","7.50%","25.400000","24.300000","37.35","Creditservices","","84.000000","","","","","","25.020000","0.720000","-0.380000","25.030000","25.030000","-0.050000","-0.030000","24.580000","25.440000","23.520000","25.440000","24.990000","9.820000","8.350000","12.170000","10.310000","11.570000","8.350000","14.920000","0.366777","8.000000","","","0.176048","-0.341823","0.176048","-0.193098","-0.047527","-0.151253","","","79.290055","2896.740177","79.290055","144.206356","44.738982","31.853075","","","42.147587","82.665482","63.993225","88.223844","65.557778","46.734882","",""
"RWAYZ","RWAYZ","RWAY","","BB","8.000000","06/27/2025","12/31/2024","12/31/2027","0.500000","8.00%","","24.520000","37.35","Creditservices","","37.000000","","","","","","25.020000","0.500000","","25.220000","25.220000","-0.780000","-0.780000","24.830000","25.510000","23.740000","25.700000","24.730000","9.820000","8.350000","12.170000","10.310000","11.570000","8.350000","14.920000","0.366777","8.000000","","","0.176048","-0.341823","0.176048","-0.193098","-0.047527","-0.151253","","","79.290055","2896.740177","79.290055","144.206356","44.738982","31.853075","","","42.147587","82.665482","63.993225","88.223844","65.557778","46.734882","",""
"RWT PRA","RWT-A","RWT","NFF","","8.000000","05/15/2025","4/15/2028","NONE","0.630000","10.00%","","","132.98","Reit","","84.000000","","","","","","24.910000","","","24.870000","25.210000","0.160000","-1.190000","20.770000","26.500000","19.620000","26.500000","24.870000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","94.500741","1814.761603","87.781086","143.212667","35.552281","36.638533","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271"
"RWTN","RWTN","RWT","","BB","8.000000","05/15/2025","3/1/2026","3/1/2029","0.570000","9.13%","","","132.98","Reit","","84.000000","","","","","","24.300000","","","24.820000","25.110000","-2.080000","-3.240000","22.480000","25.890000","22.480000","27.100000","24.260000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","94.500741","1814.761603","87.781086","143.212667","35.552281","36.638533","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271"
"RWTO","RWTO","RWT","","BB","8.000000","05/15/2025","9/1/2026","9/1/2029","0.560000","9.00%","","","132.98","Reit","","84.000000","","","","","","24.520000","","","","","","","22.250000","26.000000","22.250000","26.000000","24.480000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","94.500741","1814.761603","87.781086","143.212667","35.552281","36.638533","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271"
"RWTP","RWTP","RWT","","","12.000000","05/30/2025","3/1/2027","3/1/2030","0.850000","9.13%","","","132.98","Reit","","9.000000","","","","","","24.260000","","","","","","","22.700000","25.250000","22.700000","25.250000","23.500000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","94.500741","1814.761603","87.781086","143.212667","35.552281","36.638533","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271"
"RZB","RZB","RGA","","","12.000000","06/27/2025","6/15/2026","6/15/2056","0.360000","5.75%","","","66.07","Insurance","","37.000000","","","","","","25.000000","","","24.770000","24.930000","0.950000","0.280000","24.110000","26.000000","23.440000","26.470000","24.790000","209.710000","159.250000","233.810000","229.170000","199.230000","66.990000","233.810000","13.855540","12.000000","152.620000","60.660000","2.130467","-0.103075","0.316860","-0.103075","-0.084915","0.052603","0.374066","2.457138","138.862144","3483.781766","92.682989","163.362901","42.001443","45.508299","600.133790","726.134242","73.062532","99.215476","74.633451","99.810764","61.607545","66.341154","22.081568","35.502574"
"RZC","RZC","RGA","","","8.000000","06/13/2025","10/15/2027","10/15/2052","0.450000","7.13%","","","66.07","Insurance","","23.000000","","","","","","25.870000","","","25.880000","26.160000","-0.040000","-1.120000","24.740000","27.330000","24.740000","29.200000","25.540000","209.710000","159.250000","233.810000","229.170000","199.230000","66.990000","233.810000","13.855540","12.000000","152.620000","60.660000","2.130467","-0.103075","0.316860","-0.103075","-0.084915","0.052603","0.374066","2.457138","138.862144","3483.781766","92.682989","163.362901","42.001443","45.508299","600.133790","726.134242","73.062532","99.215476","74.633451","99.810764","61.607545","66.341154","22.081568","35.502574"
"SACH PRA","SACH-A","SACH","","","8.000000","05/15/2025","6/29/2026","NONE","0.480000","7.75%","24.150000","19.690000","47.31","Reit","","84.000000","","","","","","15.140000","-4.550000","-9.010000","16.170000","19.400000","-6.360000","-21.950000","12.540000","23.780000","12.540000","25.060000","15.110000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","0.000000","545.274203","0.000000","32.492969","17.608603","28.638341","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387"
"SAJ","SAJ","SAR","","BB","8.000000","05/15/2025","10/27/2024","10/31/2027","0.500000","8.00%","","24.680000","15.36","Assetmanagement","","84.000000","","","","","","25.500000","0.820000","","25.360000","25.260000","0.540000","0.950000","24.740000","25.750000","24.200000","26.490000","25.470000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","111.794897","3163.871160","78.350685","26.908634","45.310605","39.124360","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752"
"SAT","SAT","SAR","","BB","8.000000","05/15/2025","4/27/2024","4/30/2027","0.380000","6.00%","24.990000","23.300000","15.36","Assetmanagement","","84.000000","","","","","","24.480000","1.180000","-0.510000","24.580000","24.420000","-0.420000","0.230000","23.910000","25.160000","22.750000","25.160000","24.450000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","111.794897","3163.871160","78.350685","26.908634","45.310605","39.124360","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752"
"SAY","SAY","SAR","","BB","8.000000","05/15/2025","12/13/2024","12/31/2027","0.510000","8.13%","","25.010000","15.36","Assetmanagement","","84.000000","","","","","","25.070000","0.060000","","25.360000","25.300000","-1.140000","-0.900000","24.900000","25.980000","24.300000","25.980000","25.040000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","111.794897","3163.871160","78.350685","26.908634","45.310605","39.124360","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752"
"SAZ","SAZ","SAR","","BB","8.000000","07/16/2025","4/14/2025","4/15/2028","0.530000","8.50%","","25.030000","15.36","Assetmanagement","","56.000000","","","","","","25.200000","0.170000","","25.410000","25.440000","-0.810000","-0.930000","24.900000","26.000000","24.520000","26.000000","25.000000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","111.794897","3163.871160","78.350685","26.908634","45.310605","39.124360","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752"
"SB PRC","SB-C","SB","","","8.000000","07/16/2025","5/31/2019","NONE","0.500000","8.00%","25.200000","24.980000","105.27","Marineshipping","","56.000000","","","","","","25.580000","0.600000","0.380000","25.330000","25.540000","1.000000","0.140000","24.850000","26.500000","24.310000","26.500000","25.390000","3.710000","3.015000","6.330000","4.120000","3.690000","0.823200","6.330000","0.390552","8.000000","1.270000","1.010000","3.506803","-0.413902","0.230514","-0.413902","-0.099515","0.005420","1.921260","2.673267","151.217796","2576.086896","85.346345","110.477129","40.932490","42.347794","1304.032105","773.092744","79.474499","73.625560","68.804740","67.822574","60.065059","61.803278","46.808187","37.733826"
"SB PRD","SB-D","SB","","","8.000000","06/13/2025","6/30/2019","NONE","0.500000","8.00%","","","105.27","Marineshipping","","23.000000","","","","","","25.430000","","","25.330000","25.640000","0.380000","-0.800000","24.170000","26.140000","24.170000","26.900000","25.060000","3.710000","3.015000","6.330000","4.120000","3.690000","0.823200","6.330000","0.390552","8.000000","1.270000","1.010000","3.506803","-0.413902","0.230514","-0.413902","-0.099515","0.005420","1.921260","2.673267","151.217796","2576.086896","85.346345","110.477129","40.932490","42.347794","1304.032105","773.092744","79.474499","73.625560","68.804740","67.822574","60.065059","61.803278","46.808187","37.733826"
"SCCC","SCCC","SACH","","BB","8.000000","06/13/2025","9/30/2022","9/30/2025","0.480000","7.75%","25.200000","23.660000","47.31","Reit","","23.000000","","","","","","24.880000","1.220000","-0.320000","24.690000","24.740000","0.780000","0.580000","23.990000","25.200000","22.860000","25.200000","24.520000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","0.000000","545.274203","0.000000","32.492969","17.608603","28.638341","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387"
"SCCD","SCCD","SACH","","","8.000000","06/13/2025","9/20/2023","9/30/2026","0.380000","6.00%","23.820000","21.500000","47.31","Reit","","23.000000","","","","","","20.700000","-0.800000","-3.120000","20.970000","21.600000","-1.290000","-4.190000","19.000000","23.100000","19.000000","23.260000","20.420000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","0.000000","545.274203","0.000000","32.492969","17.608603","28.638341","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387"
"SCCE","SCCE","SACH","","BB","8.000000","06/13/2025","3/9/2024","3/30/2027","0.380000","6.00%","23.080000","20.880000","47.31","Reit","","23.000000","","","","","","19.220000","-1.660000","-3.860000","19.600000","20.890000","-1.950000","-7.990000","18.050000","22.530000","18.050000","23.330000","18.940000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","0.000000","545.274203","0.000000","32.492969","17.608603","28.638341","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387"
"SCCF","SCCF","SACH","","BB","8.000000","06/13/2025","5/11/2024","6/30/2027","0.450000","7.13%","24.650000","21.800000","47.31","Reit","","23.000000","","","","","","19.500000","-2.300000","-5.150000","19.490000","21.130000","0.030000","-7.720000","17.940000","22.940000","17.940000","24.050000","19.160000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","0.000000","545.274203","0.000000","32.492969","17.608603","28.638341","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387"
"SCCG","SCCG","SACH","","BB","10.500000","06/13/2025","8/23/2024","9/30/2027","0.500000","8.00%","","22.800000","47.31","Reit","","23.000000","","","","","","19.280000","-3.520000","","20.480000","21.960000","-5.870000","-12.210000","18.800000","24.330000","18.800000","24.450000","18.910000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","0.000000","545.274203","0.000000","32.492969","17.608603","28.638341","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387"
"SCE PRJ","SCE-J","EIX","NFF","","10.500000","06/13/2025","9/15/2025","NONE","0.340000","5.38%","","","384.94","Utility","","23.000000","","","","","","22.560000","","","22.770000","23.720000","-0.940000","-4.890000","20.700000","25.100000","18.940000","25.100000","22.310000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","81.752600","2875.373124","80.055516","126.745444","29.702637","49.115118","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062"
"SCE PRK","SCE-K","EIX","NFF","","10.500000","06/13/2025","3/15/2026","NONE","0.340000","5.45%","","","384.94","Utility","","23.000000","","","","","","23.230000","","","23.310000","24.230000","-0.350000","-4.110000","21.910000","25.370000","20.980000","25.490000","22.980000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","81.752600","2875.373124","80.055516","126.745444","29.702637","49.115118","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062"
"SCE PRM","SCE-M","EIX","","TP","10.500000","06/13/2025","11/22/2028","NONE","0.470000","7.50%","","","384.94","Utility","","23.000000","","","","","","22.900000","","","23.430000","25.520000","-2.250000","-10.280000","22.140000","27.550000","22.140000","27.550000","22.550000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","81.752600","2875.373124","80.055516","126.745444","29.702637","49.115118","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062"
"SCE PRN","SCE-N","EIX","","TP","8.000000","06/27/2025","5/13/2029","NONE","0.430000","6.95%","","","384.94","Utility","","37.000000","","","","","","21.790000","","","","","","","20.710000","27.120000","20.710000","27.120000","21.540000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","81.752600","2875.373124","80.055516","126.745444","29.702637","49.115118","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062"
"SEAL PRA","SEAL-A","SEAL","","","8.000000","06/27/2025","10/5/2021","NONE","0.560000","9.00%","","","-","-","","37.000000","","","","","","25.340000","","","25.380000","25.510000","-0.170000","-0.680000","24.500000","26.000000","23.600000","26.490000","25.010000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEAL PRB","SEAL-B","SEAL","NFF","","8.000000","06/13/2025","10/15/2027","NONE","0.530000","8.50%","","","-","-","","23.000000","","","","","","25.570000","","","25.430000","25.690000","0.530000","-0.460000","23.920000","26.750000","22.640000","27.440000","25.180000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNV PRD","SNV-D","SNV","FF","","8.000000","06/13/2025","6/21/2023","NONE","0.500000","6.30%","","","138.77","Regionalbank","","23.000000","","","","","","24.950000","","","25.040000","25.150000","-0.360000","-0.790000","23.510000","25.750000","22.280000","25.800000","24.580000","49.200000","35.810000","59.920000","56.020000","55.230000","17.250000","59.920000","6.827484","8.000000","36.570000","15.440000","1.852174","-0.178905","0.373918","-0.178905","-0.121742","-0.109180","0.345365","2.186528","135.402097","3186.922216","96.566559","147.226493","39.305006","34.671354","587.076106","667.338740","71.266940","90.846352","77.718814","90.050587","57.716620","50.781388","21.622876","32.708881"
"SNV PRE","SNV-E","SNV","FF","","12.000000","06/13/2025","7/1/2024","NONE","0.530000","5.88%","","","138.77","Regionalbank","","23.000000","","","","","","25.740000","","","25.690000","25.720000","0.180000","0.060000","24.210000","26.860000","19.550000","26.860000","25.350000","49.200000","35.810000","59.920000","56.020000","55.230000","17.250000","59.920000","6.827484","8.000000","36.570000","15.440000","1.852174","-0.178905","0.373918","-0.178905","-0.121742","-0.109180","0.345365","2.186528","135.402097","3186.922216","96.566559","147.226493","39.305006","34.671354","587.076106","667.338740","71.266940","90.846352","77.718814","90.050587","57.716620","50.781388","21.622876","32.708881"
"SOJF","SOJF","SO","","","8.000000","05/15/2025","3/15/2030","3/15/2085","0.410000","6.50%","","","1098.51","Utility","","84.000000","","","","","","25.590000","","","","","","","24.920000","26.990000","24.920000","26.990000","25.560000","89.480000","76.640000","94.450000","88.140000","86.480000","50.400000","94.450000","98.294675","8.000000","68.440000","46.360000","0.775397","-0.052620","0.167537","-0.052620","0.015203","0.034690","0.307423","0.930112","114.049540","26.290907","78.195552","26.466859","49.331982","44.308440","569.814104","394.356496","60.186027","1.741199","63.123680","17.008595","72.185418","64.618388","21.016494","19.738015"
"SPMA","SPMA","SPMC","","","9.000000","05/15/2025","11/30/2026","11/30/2029","0.170000","8.00%","","","20.27","Assetmanagement","","84.000000","","","","","","24.730000","","","","","","","23.670000","25.200000","23.670000","25.200000","24.720000","18.400000","16.250000","22.300000","20.380000","21.950000","16.250000","22.300000","0.372968","9.000000","","","0.132308","-0.174888","0.132308","-0.174888","-0.097154","-0.161731","","","4.021061","3202.649200","4.021061","148.081366","41.105322","31.151211","","","3.086730","91.289730","4.194595","90.567661","60.314453","45.727141","",""
"SPNT PRB","SPNT-B","SPNT","NFF","","8.000000","06/13/2025","2/26/2026","NONE","0.500000","8.00%","","","116.79","Insurance","","23.000000","","","","","","25.180000","","","25.300000","25.350000","-0.460000","-0.680000","24.750000","25.780000","23.000000","25.780000","24.810000","19.650000","11.920000","19.850000","15.370000","14.010000","4.070000","19.850000","2.294923","8.000000","","","3.828010","-0.010076","0.648490","-0.010076","0.278465","0.402570","","","153.395338","25.252393","109.719803","25.287611","68.607677","68.950749","","","80.604535","1.711921","88.168614","16.295322","100.000000","100.000000","",""
"SSSSL","SSSSL","SSSS","","BB","8.000000","06/13/2025","12/30/2024","12/30/2026","0.380000","6.00%","24.750000","23.350000","23.55","Assetmanagement","","23.000000","","","","","","24.640000","1.290000","-0.110000","24.600000","24.430000","0.180000","0.870000","24.160000","25.400000","22.390000","25.400000","24.360000","6.030000","3.520000","6.840000","4.910000","6.590000","2.900000","16.400000","0.142007","8.000000","","","1.079310","-0.632317","0.713068","-0.118421","0.228106","-0.084977","","","122.116503","1604.437801","112.016538","160.097339","64.920477","36.292555","","","64.372379","46.232633","89.993292","97.835574","94.679417","53.109121","",""
"SWKHL","SWKHL","SWKH","","BB","8.000000","08/04/2025","Anytime","1/31/2027","0.560000","9.00%","","24.800000","12.27","Assetmanagement","","75.000000","","","","","","25.470000","0.670000","","25.270000","25.310000","0.790000","0.640000","24.590000","25.820000","24.470000","25.880000","25.380000","14.360000","13.170000","20.490000","15.250000","17.120000","11.560000","20.500000","0.176197","8.000000","13.900000","9.100000","0.242215","-0.299512","0.090357","-0.299170","-0.058361","-0.161215","0.033094","0.578022","86.475858","3084.965831","2.482749","138.220953","43.945731","31.185792","445.007646","317.857674","45.876660","87.971977","2.972459","84.603547","64.413127","45.776793","16.632279","16.103141"
"SYF PRB","SYF-B","SYF","NFF","","11.500000","08/08/2025","5/15/2029","NONE","0.520000","8.25%","","","380.67","Creditservices","","79.000000","","","","","","24.970000","","","25.270000","25.580000","-1.190000","-2.370000","23.300000","26.710000","23.300000","26.710000","24.910000","60.050000","40.540000","70.930000","65.140000","65.590000","17.540000","70.930000","22.859233","11.500000","33.270000","13.410000","2.423603","-0.153391","0.481253","-0.153391","-0.078139","-0.084464","0.804929","3.478001","142.053166","3286.806547","102.554968","152.655911","42.497555","36.326928","796.155667","947.937764","74.718513","93.662311","82.476399","93.334594","62.323427","53.158474","28.967446","46.041661"
"TFC PRI","TFC-I","TFC","FLR","","8.000000","06/13/2025","9/15/2011","NONE","0.320000","4.00%","","","1308.21","Regionalbank","","23.000000","","","","","","23.830000","","","22.800000","23.070000","4.520000","3.280000","20.400000","25.350000","19.010000","25.350000","23.590000","41.520000","33.560000","49.060000","46.810000","47.530000","25.560000","68.950000","54.316879","8.000000","54.330000","30.040000","0.624413","-0.397825","0.237187","-0.153689","-0.113010","-0.126446","-0.235781","0.382157","108.806459","2647.610046","85.996772","152.592350","39.944367","33.514751","403.353217","275.302013","57.465129","75.641955","69.321481","93.296149","58.639210","49.120729","15.169037","14.081091"
"TFINP","TFINP","TFIN","","","8.000000","06/13/2025","6/30/2025","NONE","0.450000","7.13%","25.470000","19.200000","23.50","Regionalbank","","23.000000","","","","","","21.070000","1.870000","-4.400000","22.300000","22.580000","-5.530000","-6.700000","20.260000","24.400000","17.070000","24.400000","20.730000","61.680000","42.900000","110.580000","102.190000","71.860000","21.260000","136.020000","1.449480","8.000000","","","1.901223","-0.546537","0.437762","-0.442214","-0.396418","-0.141664","","","136.047737","1986.040973","100.298428","103.630936","23.991920","32.495384","","","71.601995","56.990866","80.683656","63.681624","35.620033","47.657115","",""
"TFSA","TFSA","-","","","12.000000","05/29/2025","2/10/2023","3/31/2026","0.440000","7.00%","","","-","-","","8.000000","","","","","","24.650000","","","24.480000","23.980000","0.670000","2.800000","23.370000","26.850000","21.600000","27.580000","24.250000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPGXL","TPGXL","TPG","","BB","8.000000","06/12/2025","3/15/2029","3/15/2064","0.430000","6.95%","","","110.28","Assetmanagement","","22.000000","","","","","","24.580000","","","25.020000","25.670000","-1.770000","-4.240000","23.530000","26.430000","23.530000","27.000000","24.260000","50.830000","37.520000","72.980000","69.700000","60.280000","23.090000","72.980000","5.605532","8.000000","","","1.201386","-0.303508","0.354744","-0.303508","-0.270732","-0.156768","","","124.743071","3067.190790","95.327631","137.172086","35.495213","31.483642","","","65.735436","87.470859","76.734528","83.969135","52.219139","46.204449","",""
