"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"PRIF PRH","PRIF-H","-","","","8.00","06/20/2025","5/6/2023","12/31/2026","0.38","6.00%","","","-","-","","","","","","","","","","","","","","","","","","","","","","44.14","40.14","50.45","16.48","","","16.44","63.89","","","","2453.92","42.16","","","","311.37","1.00"
"PRIF PRH","PRIF-H","-","","","8.00","06/20/2025","5/6/2023","12/31/2026","0.38","6.00%","","","-","-","","","","","","","","","","","","","","","","","","","","","","44.14","40.14","50.45","16.48","","","16.44","63.89","","","","2453.92","42.16","","","","311.37","1.00"
"SB PRD","SB-D","SB","","","8.00","06/13/2025","6/30/2019","NONE","0.50","8.00%","","","105.27","Marineshipping","","23.00","","","","","","25.43","","","25.33","25.64","0.38","-0.80","24.17","26.14","24.17","26.90","25.06","0.89","-1.08","46.18","49.56","67.71","22.28","-1.84","0.89","29.67","82.91","1568.00","1713.00","653.00","1311.00","43.17","","","","348.89","1.00"
"SCCC","SCCC","SACH","","BB","8.00","06/13/2025","9/30/2022","9/30/2025","0.48","7.75%","25.20","23.66","47.31","Reit","","23.00","","","","","","24.88","1.22","-0.32","24.69","24.74","0.78","0.58","23.99","25.20","22.86","25.20","24.52","0.53","-0.68","44.24","44.67","74.18","16.76","-0.68","1.66","15.84","78.51","5567.00","3926.00","2387.00","3960.00","28.32","","","","295.31","1.00"
"SCCD","SCCD","SACH","","","8.00","06/13/2025","9/20/2023","9/30/2026","0.38","6.00%","23.82","21.50","47.31","Reit","","23.00","","","","","","20.70","-0.80","-3.12","20.97","21.60","-1.29","-4.19","19.00","23.10","19.00","23.26","20.42","1.42","-2.68","54.26","61.57","58.18","44.34","-2.84","1.42","41.59","79.89","5004.00","4018.00","2255.00","3759.00","27.77","","","","354.40","1.00"
"SCCE","SCCE","SACH","","BB","8.00","06/13/2025","3/9/2024","3/30/2027","0.38","6.00%","23.08","20.88","47.31","Reit","","23.00","","","","","","19.22","-1.66","-3.86","19.60","20.89","-1.95","-7.99","18.05","22.53","18.05","23.33","18.94","0.89","-3.59","57.45","75.04","67.71","56.90","-4.39","0.89","60.07","82.91","6088.00","5481.00","4388.00","5319.00","28.32","","","","397.13","1.00"
"SCCF","SCCF","SACH","","BB","8.00","06/13/2025","5/11/2024","6/30/2027","0.45","7.13%","24.65","21.80","47.31","Reit","","23.00","","","","","","19.50","-2.30","-5.15","19.49","21.13","0.03","-7.72","17.94","22.94","17.94","24.05","19.16","1.22","-3.78","47.87","74.09","61.78","59.52","-4.89","1.22","66.04","81.03","4515.00","4113.00","2575.00","3734.00","28.32","","","","374.14","1.00"
"SCCG","SCCG","SACH","","BB","10.50","06/13/2025","8/23/2024","9/30/2027","0.50","8.00%","","22.80","47.31","Reit","","23.00","","","","","","19.28","-3.52","","20.48","21.96","-5.87","-12.21","18.80","24.33","18.80","24.45","18.91","0.11","-5.42","76.41","90.00","81.73","82.14","-5.54","0.11","73.79","87.37","6431.00","5825.00","1797.00","4684.00","28.32","","","","478.70","1.00"
"SCE PRJ","SCE-J","EIX","NFF","","10.50","06/13/2025","9/15/2025","NONE","0.34","5.38%","","","384.94","Utility","","23.00","","","","","","22.56","","","22.77","23.72","-0.94","-4.89","20.70","25.10","18.94","25.10","22.31","1.61","-2.79","52.56","64.05","54.76","45.86","-2.79","3.37","41.00","68.74","50969.00","51531.00","28767.00","43755.00","59.66","1.00","80.65","63.68","330.47","0.75"
"SCE PRJ","SCE-J","EIX","NFF","","10.50","06/13/2025","9/15/2025","NONE","0.34","5.38%","","","384.94","Utility","","23.00","","","","","","22.56","","","22.77","23.72","-0.94","-4.89","20.70","25.10","18.94","25.10","22.31","1.61","-2.79","52.56","64.05","54.76","45.86","-2.79","3.37","41.00","68.74","50969.00","51531.00","28767.00","43755.00","59.66","1.00","80.65","63.68","330.47","0.75"
"SCE PRK","SCE-K","EIX","NFF","","10.50","06/13/2025","3/15/2026","NONE","0.34","5.45%","","","384.94","Utility","","23.00","","","","","","23.23","","","23.31","24.23","-0.35","-4.11","21.91","25.37","20.98","25.49","22.98","1.07","-2.39","49.71","61.29","64.47","40.34","-2.51","2.00","37.66","76.57","38883.00","66282.00","65432.00","56866.00","59.66","1.00","80.65","63.68","326.63","0.75"
"SCE PRK","SCE-K","EIX","NFF","","10.50","06/13/2025","3/15/2026","NONE","0.34","5.45%","","","384.94","Utility","","23.00","","","","","","23.23","","","23.31","24.23","-0.35","-4.11","21.91","25.37","20.98","25.49","22.98","1.07","-2.39","49.71","61.29","64.47","40.34","-2.51","2.00","37.66","76.57","38883.00","66282.00","65432.00","56866.00","59.66","1.00","80.65","63.68","326.63","0.75"
"SCE PRM","SCE-M","EIX","","TP","10.50","06/13/2025","11/22/2028","NONE","0.47","7.50%","","","384.94","Utility","","23.00","","","","","","22.90","","","23.43","25.52","-2.25","-10.28","22.14","27.55","22.14","27.55","22.55","0.41","-5.00","58.90","83.16","76.34","76.34","-5.00","0.41","67.35","85.66","38950.00","57170.00","32796.00","42972.00","59.66","1.00","80.65","63.68","383.66","0.75"
"SCE PRM","SCE-M","EIX","","TP","10.50","06/13/2025","11/22/2028","NONE","0.47","7.50%","","","384.94","Utility","","23.00","","","","","","22.90","","","23.43","25.52","-2.25","-10.28","22.14","27.55","22.14","27.55","22.55","0.41","-5.00","58.90","83.16","76.34","76.34","-5.00","0.41","67.35","85.66","38950.00","57170.00","32796.00","42972.00","59.66","1.00","80.65","63.68","383.66","0.75"
"SCE PRN","SCE-N","EIX","","TP","8.00","06/27/2025","5/13/2029","NONE","0.43","6.95%","","","384.94","Utility","","37.00","","","","","","21.79","","","","","","","20.71","27.12","20.71","27.12","21.54","0.83","-5.58","44.14","40.14","68.79","84.34","-5.58","0.83","74.26","83.26","43030.00","63581.00","21781.00","42797.00","59.66","1.00","80.65","63.68","305.26","0.75"
"SCE PRN","SCE-N","EIX","","TP","8.00","06/27/2025","5/13/2029","NONE","0.43","6.95%","","","384.94","Utility","","37.00","","","","","","21.79","","","","","","","20.71","27.12","20.71","27.12","21.54","0.83","-5.58","44.14","40.14","68.79","84.34","-5.58","0.83","74.26","83.26","43030.00","63581.00","21781.00","42797.00","59.66","1.00","80.65","63.68","305.26","0.75"
"SEAL PRA","SEAL-A","SEAL","","","8.00","06/27/2025","10/5/2021","NONE","0.56","9.00%","","","-","-","","37.00","","","","","","25.34","","","25.38","25.51","-0.17","-0.68","24.50","26.00","23.60","26.49","25.01","0.51","-0.99","48.84","49.13","74.54","21.03","-1.48","1.41","25.38","79.94","4851.00","5632.00","2950.00","4478.00","42.16","","","","351.71","1.00"
"SEAL PRB","SEAL-B","SEAL","NFF","","8.00","06/13/2025","10/15/2027","NONE","0.53","8.50%","","","-","-","","23.00","","","","","","25.57","","","25.43","25.69","0.53","-0.46","23.92","26.75","22.64","27.44","25.18","1.26","-1.57","45.45","48.35","61.06","29.03","-2.26","2.54","34.68","73.49","6617.00","7811.00","6608.00","7012.00","42.16","","","","342.58","1.00"
"SNV PRD","SNV-D","SNV","FF","","8.00","06/13/2025","6/21/2023","NONE","0.50","6.30%","","","138.77","Regionalbank","","23.00","","","","","","24.96","","","25.04","25.15","-0.36","-0.79","23.51","25.75","22.28","25.80","24.58","1.07","-1.17","49.76","49.52","64.47","23.52","-1.22","2.30","22.28","74.86","15323.00","11975.00","12253.00","13184.00","58.57","","","","393.40","1.00"
"SNV PRE","SNV-E","SNV","FF","","12.00","06/13/2025","7/1/2024","NONE","0.53","5.88%","","","138.77","Regionalbank","","23.00","","","","","","25.74","","","25.69","25.72","0.18","0.06","24.21","26.86","19.55","26.86","25.35","1.14","-1.51","47.15","46.51","63.21","28.21","-1.51","5.80","25.74","54.86","48408.00","42723.00","21171.00","37434.00","58.57","","","","384.33","1.00"
"SOJF","SOJF","SO","","","8.00","05/15/2025","3/15/2030","3/15/2085","0.41","6.50%","","","1098.51","Utility","","84.00","","","","","","25.59","","","","","","","24.92","26.99","24.92","26.99","25.56","0.64","-1.43","44.14","40.14","72.20","27.10","-1.43","0.64","24.78","84.34","120609.00","120609.00","33316.00","91511.00","75.46","63.56","67.74","62.11","433.20","1.00"
"SOJF","SOJF","SO","","","8.00","05/15/2025","3/15/2030","3/15/2085","0.41","6.50%","","","1098.51","Utility","","84.00","","","","","","25.59","","","","","","","24.92","26.99","24.92","26.99","25.56","0.64","-1.43","44.14","40.14","72.20","27.10","-1.43","0.64","24.78","84.34","120609.00","120609.00","33316.00","91511.00","75.46","63.56","67.74","62.11","433.20","1.00"
"SOJF","SOJF","SO","","","8.00","05/15/2025","3/15/2030","3/15/2085","0.41","6.50%","","","1098.51","Utility","","84.00","","","","","","25.59","","","","","","","24.92","26.99","24.92","26.99","25.56","0.64","-1.43","44.14","40.14","72.20","27.10","-1.43","0.64","24.78","84.34","120609.00","120609.00","33316.00","91511.00","75.46","63.56","67.74","62.11","433.20","1.00"
"SOJF","SOJF","SO","","","8.00","05/15/2025","3/15/2030","3/15/2085","0.41","6.50%","","","1098.51","Utility","","84.00","","","","","","25.59","","","","","","","24.92","26.99","24.92","26.99","25.56","0.64","-1.43","44.14","40.14","72.20","27.10","-1.43","0.64","24.78","84.34","120609.00","120609.00","33316.00","91511.00","75.46","63.56","67.74","62.11","433.20","1.00"
"SPMA","SPMA","SPMC","","","9.00","05/15/2025","11/30/2026","11/30/2029","0.17","8.00%","","","20.27","Assetmanagement","","84.00","","","","","","24.73","","","","","","","23.67","25.20","23.67","25.20","24.72","1.05","-0.48","44.14","40.14","64.83","14.00","-0.48","1.05","13.46","82.00","13202.00","9681.00","8513.00","10465.00","53.34","","","","348.98","1.00"
"SPNT PRB","SPNT-B","SPNT","NFF","","8.00","06/13/2025","2/26/2026","NONE","0.50","8.00%","","","116.79","Insurance","","23.00","","","","","","25.18","","","25.30","25.35","-0.46","-0.68","24.75","25.78","23.00","25.78","24.81","0.06","-0.97","50.24","49.13","82.63","20.76","-0.97","1.81","19.30","77.66","18402.00","21608.00","12335.00","17448.00","60.89","","","","404.61","1.00"
"SSSSL","SSSSL","SSSS","","BB","8.00","06/13/2025","12/30/2024","12/30/2026","0.38","6.00%","24.75","23.35","23.55","Assetmanagement","","23.00","","","","","","24.64","1.29","-0.11","24.60","24.43","0.18","0.87","24.16","25.40","22.39","25.40","24.36","0.20","-1.04","47.15","43.64","80.11","21.72","-1.04","1.97","20.13","76.74","4079.00","2949.00","220.00","2416.00","45.03","","","","344.61","1.00"
"SWKHL","SWKHL","SWKH","","BB","8.00","08/04/2025","Anytime","1/31/2027","0.56","9.00%","","24.80","12.27","Assetmanagement","","75.00","","","","","","25.47","0.67","","25.27","25.31","0.79","0.64","24.59","25.82","24.47","25.88","25.38","0.79","-0.44","44.20","44.45","69.51","13.45","-0.50","0.91","13.70","82.80","4863.00","8143.00","1377.00","4794.00","48.03","","","","343.08","1.00"
"SYF PRB","SYF-B","SYF","NFF","","11.50","08/08/2025","5/15/2029","NONE","0.52","8.25%","","","380.67","Creditservices","","79.00","","","","","","24.97","","","25.27","25.58","-1.19","-2.37","23.30","26.71","23.30","26.71","24.91","1.61","-1.80","53.77","55.12","54.76","32.21","-1.80","1.61","29.20","78.80","52081.00","50480.00","48937.00","50500.00","68.22","46.88","46.38","82.89","447.86","1.00"
"TFC PRI","TFC-I","TFC","FLR","","8.00","06/13/2025","9/15/2011","NONE","0.32","4.00%","","","1308.21","Regionalbank","","23.00","","","","","","23.83","","","22.80","23.07","4.52","3.28","20.40","25.35","19.01","25.35","23.59","3.19","-1.76","26.15","35.10","26.36","31.66","-1.76","4.58","28.72","61.83","10110.00","11424.00","21472.00","14335.00","64.28","40.22","38.43","68.44","321.72","1.00"
"TFC PRI","TFC-I","TFC","FLR","","8.00","06/13/2025","9/15/2011","NONE","0.32","4.00%","","","1308.21","Regionalbank","","23.00","","","","","","23.83","","","22.80","23.07","4.52","3.28","20.40","25.35","19.01","25.35","23.59","3.19","-1.76","26.15","35.10","26.36","31.66","-1.76","4.58","28.72","61.83","10110.00","11424.00","21472.00","14335.00","64.28","40.22","38.43","68.44","321.72","1.00"
"TFINP","TFINP","TFIN","","","8.00","06/13/2025","6/30/2025","NONE","0.45","7.13%","25.47","19.20","23.50","Regionalbank","","23.00","","","","","","21.07","1.87","-4.40","22.30","22.58","-5.53","-6.70","20.26","24.40","17.07","24.40","20.73","0.47","-3.67","74.76","70.47","75.26","58.00","-3.67","3.66","51.49","67.09","2323.00","2428.00","2604.00","2452.00","41.76","","","","455.60","1.00"
"TFSA","TFSA","-","","","12.00","05/29/2025","2/10/2023","3/31/2026","0.44","7.00%","","","-","-","","8.00","","","","","","24.65","","","24.48","23.98","0.67","2.80","23.37","26.85","21.60","27.58","24.25","0.88","-2.60","44.78","36.80","67.89","43.24","-3.33","2.65","47.44","72.86","522.00","619.00","238.00","460.00","42.16","","","","328.09","1.00"
"TFSA","TFSA","-","","","12.00","05/29/2025","2/10/2023","3/31/2026","0.44","7.00%","","","-","-","","8.00","","","","","","24.65","","","24.48","23.98","0.67","2.80","23.37","26.85","21.60","27.58","24.25","0.88","-2.60","44.78","36.80","67.89","43.24","-3.33","2.65","47.44","72.86","522.00","619.00","238.00","460.00","42.16","","","","328.09","1.00"
"TFSA","TFSA","-","","","12.00","05/29/2025","2/10/2023","3/31/2026","0.44","7.00%","","","-","-","","8.00","","","","","","24.65","","","24.48","23.98","0.67","2.80","23.37","26.85","21.60","27.58","24.25","0.88","-2.60","44.78","36.80","67.89","43.24","-3.33","2.65","47.44","72.86","522.00","619.00","238.00","460.00","42.16","","","","328.09","1.00"
"TFSA","TFSA","-","","","12.00","05/29/2025","2/10/2023","3/31/2026","0.44","7.00%","","","-","-","","8.00","","","","","","24.65","","","24.48","23.98","0.67","2.80","23.37","26.85","21.60","27.58","24.25","0.88","-2.60","44.78","36.80","67.89","43.24","-3.33","2.65","47.44","72.86","522.00","619.00","238.00","460.00","42.16","","","","328.09","1.00"
"TFSA","TFSA","-","","","12.00","05/29/2025","2/10/2023","3/31/2026","0.44","7.00%","","","-","-","","8.00","","","","","","24.65","","","24.48","23.98","0.67","2.80","23.37","26.85","21.60","27.58","24.25","0.88","-2.60","44.78","36.80","67.89","43.24","-3.33","2.65","47.44","72.86","522.00","619.00","238.00","460.00","42.16","","","","328.09","1.00"
"TPGXL","TPGXL","TPG","","BB","8.00","06/12/2025","3/15/2029","3/15/2064","0.43","6.95%","","","110.28","Assetmanagement","","22.00","","","","","","24.58","","","25.02","25.67","-1.77","-4.24","23.53","26.43","23.53","27.00","24.26","0.73","-2.17","56.58","61.75","70.58","37.31","-2.74","0.73","40.40","83.83","18179.00","15960.00","10566.00","14902.00","53.96","","","","430.30","1.00"
"TRINI","TRINI","TRIN","","BB","9.00","06/09/2025","9/30/2026","9/30/2029","0.49","7.88%","","","64.65","Assetmanagement","","19.00","","","","","","25.46","","","","","","","24.66","26.88","24.05","26.88","25.07","0.41","-1.81","44.14","40.14","76.34","32.34","-1.81","1.02","29.31","82.17","20706.00","23247.00","8241.00","17398.00","55.20","","","","366.84","1.00"
"TRTN PRA","TRTN-A","-","","","9.00","06/09/2025","3/15/2024","NONE","0.53","8.50%","26.49","25.00","-","-","","19.00","","","","","","25.50","0.50","-0.99","25.41","25.67","0.35","-0.67","23.96","26.55","23.96","26.83","25.08","1.12","-1.47","46.32","49.10","63.57","27.66","-1.75","1.12","28.60","81.60","4679.00","5802.00","6263.00","5581.00","42.16","","","","346.61","1.00"
"TRTN PRA","TRTN-A","-","","","9.00","06/09/2025","3/15/2024","NONE","0.53","8.50%","26.49","25.00","-","-","","19.00","","","","","","25.50","0.50","-0.99","25.41","25.67","0.35","-0.67","23.96","26.55","23.96","26.83","25.08","1.12","-1.47","46.32","49.10","63.57","27.66","-1.75","1.12","28.60","81.60","4679.00","5802.00","6263.00","5581.00","42.16","","","","346.61","1.00"
"TRTN PRA","TRTN-A","-","","","9.00","06/09/2025","3/15/2024","NONE","0.53","8.50%","26.49","25.00","-","-","","19.00","","","","","","25.50","0.50","-0.99","25.41","25.67","0.35","-0.67","23.96","26.55","23.96","26.83","25.08","1.12","-1.47","46.32","49.10","63.57","27.66","-1.75","1.12","28.60","81.60","4679.00","5802.00","6263.00","5581.00","42.16","","","","346.61","1.00"
"TRTN PRA","TRTN-A","-","","","9.00","06/09/2025","3/15/2024","NONE","0.53","8.50%","26.49","25.00","-","-","","19.00","","","","","","25.50","0.50","-0.99","25.41","25.67","0.35","-0.67","23.96","26.55","23.96","26.83","25.08","1.12","-1.47","46.32","49.10","63.57","27.66","-1.75","1.12","28.60","81.60","4679.00","5802.00","6263.00","5581.00","42.16","","","","346.61","1.00"
"TRTN PRA","TRTN-A","-","","","9.00","06/09/2025","3/15/2024","NONE","0.53","8.50%","26.49","25.00","-","-","","19.00","","","","","","25.50","0.50","-0.99","25.41","25.67","0.35","-0.67","23.96","26.55","23.96","26.83","25.08","1.12","-1.47","46.32","49.10","63.57","27.66","-1.75","1.12","28.60","81.60","4679.00","5802.00","6263.00","5581.00","42.16","","","","346.61","1.00"
"TRTN PRB","TRTN-B","-","","","9.00","06/09/2025","9/15/2024","NONE","0.50","8.00%","26.63","23.67","-","-","","19.00","","","","","","24.53","0.86","-2.10","24.88","25.15","-1.39","-2.45","22.75","25.70","22.75","25.95","24.14","1.39","-1.56","54.74","55.41","58.72","28.90","-1.81","1.39","29.31","80.06","6675.00","7685.00","13646.00","9335.00","42.16","","","","375.61","1.00"
"TRTN PRB","TRTN-B","-","","","9.00","06/09/2025","9/15/2024","NONE","0.50","8.00%","26.63","23.67","-","-","","19.00","","","","","","24.53","0.86","-2.10","24.88","25.15","-1.39","-2.45","22.75","25.70","22.75","25.95","24.14","1.39","-1.56","54.74","55.41","58.72","28.90","-1.81","1.39","29.31","80.06","6675.00","7685.00","13646.00","9335.00","42.16","","","","375.61","1.00"
"TRTN PRB","TRTN-B","-","","","9.00","06/09/2025","9/15/2024","NONE","0.50","8.00%","26.63","23.67","-","-","","19.00","","","","","","24.53","0.86","-2.10","24.88","25.15","-1.39","-2.45","22.75","25.70","22.75","25.95","24.14","1.39","-1.56","54.74","55.41","58.72","28.90","-1.81","1.39","29.31","80.06","6675.00","7685.00","13646.00","9335.00","42.16","","","","375.61","1.00"
"TRTN PRB","TRTN-B","-","","","9.00","06/09/2025","9/15/2024","NONE","0.50","8.00%","26.63","23.67","-","-","","19.00","","","","","","24.53","0.86","-2.10","24.88","25.15","-1.39","-2.45","22.75","25.70","22.75","25.95","24.14","1.39","-1.56","54.74","55.41","58.72","28.90","-1.81","1.39","29.31","80.06","6675.00","7685.00","13646.00","9335.00","42.16","","","","375.61","1.00"
"TRTN PRB","TRTN-B","-","","","9.00","06/09/2025","9/15/2024","NONE","0.50","8.00%","26.63","23.67","-","-","","19.00","","","","","","24.53","0.86","-2.10","24.88","25.15","-1.39","-2.45","22.75","25.70","22.75","25.95","24.14","1.39","-1.56","54.74","55.41","58.72","28.90","-1.81","1.39","29.31","80.06","6675.00","7685.00","13646.00","9335.00","42.16","","","","375.61","1.00"
"TRTN PRC","TRTN-C","-","","","9.00","06/09/2025","12/15/2024","NONE","0.46","7.38%","26.10","22.32","-","-","","19.00","","","","","","22.99","0.67","-3.11","23.76","24.50","-3.26","-6.16","21.93","25.56","21.93","26.17","22.63","0.70","-2.93","63.78","68.56","71.12","47.79","-3.54","0.70","49.94","84.00","9930.00","12000.00","15706.00","12545.00","42.16","","","","432.82","1.00"
"TRTN PRC","TRTN-C","-","","","9.00","06/09/2025","12/15/2024","NONE","0.46","7.38%","26.10","22.32","-","-","","19.00","","","","","","22.99","0.67","-3.11","23.76","24.50","-3.26","-6.16","21.93","25.56","21.93","26.17","22.63","0.70","-2.93","63.78","68.56","71.12","47.79","-3.54","0.70","49.94","84.00","9930.00","12000.00","15706.00","12545.00","42.16","","","","432.82","1.00"
"TRTN PRC","TRTN-C","-","","","9.00","06/09/2025","12/15/2024","NONE","0.46","7.38%","26.10","22.32","-","-","","19.00","","","","","","22.99","0.67","-3.11","23.76","24.50","-3.26","-6.16","21.93","25.56","21.93","26.17","22.63","0.70","-2.93","63.78","68.56","71.12","47.79","-3.54","0.70","49.94","84.00","9930.00","12000.00","15706.00","12545.00","42.16","","","","432.82","1.00"
"TRTN PRC","TRTN-C","-","","","9.00","06/09/2025","12/15/2024","NONE","0.46","7.38%","26.10","22.32","-","-","","19.00","","","","","","22.99","0.67","-3.11","23.76","24.50","-3.26","-6.16","21.93","25.56","21.93","26.17","22.63","0.70","-2.93","63.78","68.56","71.12","47.79","-3.54","0.70","49.94","84.00","9930.00","12000.00","15706.00","12545.00","42.16","","","","432.82","1.00"
"TRTN PRC","TRTN-C","-","","","9.00","06/09/2025","12/15/2024","NONE","0.46","7.38%","26.10","22.32","-","-","","19.00","","","","","","22.99","0.67","-3.11","23.76","24.50","-3.26","-6.16","21.93","25.56","21.93","26.17","22.63","0.70","-2.93","63.78","68.56","71.12","47.79","-3.54","0.70","49.94","84.00","9930.00","12000.00","15706.00","12545.00","42.16","","","","432.82","1.00"
"TRTN PRF","TRTN-F","-","","","19.50","05/30/2025","3/15/2030","NONE","0.48","7.63%","","","-","-","","9.00","","","","","","24.10","","","","","","","23.20","25.35","23.20","25.35","23.68","0.48","-1.67","44.14","40.14","75.08","30.41","-1.67","0.48","27.65","85.26","33274.00","33274.00","9171.00","25240.00","42.16","","","","335.92","1.00"
"TRTN PRF","TRTN-F","-","","","19.50","05/30/2025","3/15/2030","NONE","0.48","7.63%","","","-","-","","9.00","","","","","","24.10","","","","","","","23.20","25.35","23.20","25.35","23.68","0.48","-1.67","44.14","40.14","75.08","30.41","-1.67","0.48","27.65","85.26","33274.00","33274.00","9171.00","25240.00","42.16","","","","335.92","1.00"
"TRTN PRF","TRTN-F","-","","","19.50","05/30/2025","3/15/2030","NONE","0.48","7.63%","","","-","-","","9.00","","","","","","24.10","","","","","","","23.20","25.35","23.20","25.35","23.68","0.48","-1.67","44.14","40.14","75.08","30.41","-1.67","0.48","27.65","85.26","33274.00","33274.00","9171.00","25240.00","42.16","","","","335.92","1.00"
"TRTN PRF","TRTN-F","-","","","19.50","05/30/2025","3/15/2030","NONE","0.48","7.63%","","","-","-","","9.00","","","","","","24.10","","","","","","","23.20","25.35","23.20","25.35","23.68","0.48","-1.67","44.14","40.14","75.08","30.41","-1.67","0.48","27.65","85.26","33274.00","33274.00","9171.00","25240.00","42.16","","","","335.92","1.00"
"TRTN PRF","TRTN-F","-","","","19.50","05/30/2025","3/15/2030","NONE","0.48","7.63%","","","-","-","","9.00","","","","","","24.10","","","","","","","23.20","25.35","23.20","25.35","23.68","0.48","-1.67","44.14","40.14","75.08","30.41","-1.67","0.48","27.65","85.26","33274.00","33274.00","9171.00","25240.00","42.16","","","","335.92","1.00"
"TVC","TVC","GOOGL","","","19.50","07/28/2025","","6/1/2028","0.13","2.13%","","","9990.00","-","","68.00","","","","","","23.65","","","23.37","22.92","1.21","3.17","22.53","25.33","21.00","25.33","23.62","1.09","-1.71","42.16","35.49","64.11","30.97","-1.71","2.62","28.12","73.03","17198.00","19891.00","10492.00","15860.00","87.46","","","","428.41","1.00"
"TVE","TVE","GOOGL","","","8.00","07/10/2025","","5/1/2029","0.14","2.22%","","","9990.00","-","","50.00","","","","","","23.28","","","22.99","22.49","1.27","3.49","22.11","25.30","20.72","25.30","23.22","1.11","-2.08","41.87","34.35","63.75","36.07","-2.08","2.50","32.53","73.71","15547.00","16463.00","7824.00","13278.00","87.46","","","","427.68","1.00"
"TWO PRA","TWO-A","TWO","NFF","","8.00","07/10/2025","4/26/2027","NONE","0.51","8.13%","","","103.74","Reit","","50.00","","","","","","23.01","","","24.11","24.08","-4.54","-4.44","21.52","25.39","18.85","25.39","22.78","1.26","-2.61","69.98","62.46","61.06","43.38","-2.61","3.93","38.85","65.54","6520.00","7312.00","13603.00","9145.00","45.06","","","","430.56","1.00"
"TWO PRB","TWO-B","TWO","NFF","","8.00","07/10/2025","7/27/2027","NONE","0.48","7.63%","","","103.74","Reit","","50.00","","","","","","22.84","","","23.50","23.60","-2.82","-3.23","21.27","25.43","17.90","25.43","22.63","1.36","-2.80","61.66","58.17","59.26","46.00","-2.80","4.73","41.12","60.97","11035.00","10930.00","9322.00","10429.00","45.06","","","","404.68","1.00"
"TWO PRC","TWO-C","TWO","FF","","8.00","05/29/2025","1/27/2025","NONE","0.60","7.25%","","","103.74","Reit","","8.00","","","","","","24.17","","","24.49","24.40","-1.30","-0.95","22.25","25.20","18.55","25.20","23.62","1.37","-1.58","54.30","50.09","59.08","29.17","-1.58","5.07","26.57","59.03","22797.00","29916.00","27854.00","26856.00","45.06","","","","370.39","1.00"
"UCB PRI","UCB-I","UCB","","","8.00","05/15/2025","9/15/2025","NONE","0.43","6.88%","","","119.46","Regionalbank","","84.00","","","","","","24.37","","","24.65","24.46","-1.12","-0.36","23.50","25.34","18.38","25.34","24.34","0.84","-1.00","53.43","48.00","68.61","21.17","-1.00","5.96","19.66","53.94","5314.00","5508.00","4282.00","5035.00","54.53","","","","380.27","1.00"
"UMH PRD","UMH-D","UMH","","","12.50","06/27/2025","1/22/2023","NONE","0.40","6.38%","25.57","20.85","83.91","Reit","","37.00","","","","","","22.19","1.34","-3.38","22.44","23.00","-1.11","-3.52","20.99","24.38","19.83","24.42","21.95","0.96","-2.43","53.39","59.20","66.45","40.90","-2.47","2.12","37.18","75.89","20678.00","19223.00","9877.00","16593.00","55.38","","","","419.60","1.00"
"USB PRH","USB-H","USB","FLR","","8.00","06/12/2025","4/15/2011","NONE","0.32","3.50%","","","1557.99","Regionalbank","","22.00","","","","","","21.00","","","22.09","21.89","-4.93","-4.07","18.91","24.00","17.27","24.00","20.76","1.85","-3.24","71.86","61.15","50.45","52.07","-3.24","3.49","46.36","68.06","65294.00","57311.00","65779.00","62795.00","66.87","37.84","52.64","71.44","502.56","1.00"
"USB PRH","USB-H","USB","FLR","","8.00","06/12/2025","4/15/2011","NONE","0.32","3.50%","","","1557.99","Regionalbank","","22.00","","","","","","21.00","","","22.09","21.89","-4.93","-4.07","18.91","24.00","17.27","24.00","20.76","1.85","-3.24","71.86","61.15","50.45","52.07","-3.24","3.49","46.36","68.06","65294.00","57311.00","65779.00","62795.00","66.87","37.84","52.64","71.44","502.56","1.00"
"USB PRH","USB-H","USB","FLR","","8.00","06/12/2025","4/15/2011","NONE","0.32","3.50%","","","1557.99","Regionalbank","","22.00","","","","","","21.00","","","22.09","21.89","-4.93","-4.07","18.91","24.00","17.27","24.00","20.76","1.85","-3.24","71.86","61.15","50.45","52.07","-3.24","3.49","46.36","68.06","65294.00","57311.00","65779.00","62795.00","66.87","37.84","52.64","71.44","502.56","1.00"
