"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"MBINL","MBINL","MBIN","","","8.000000","06/12/2025","1/1/2030","NONE","0.480000","7.63%","","","45.76","Regionalbank","","22.000000","","","","","","23.440000","","","","","","","22.830000","25.900000","22.830000","25.900000","23.080000","32.870000","27.250000","53.270000","39.400000","42.820000","9.890000","53.270000","1.504131","8.000000","14.230000","9.490000","2.323559","-0.382955","0.206239","-0.382955","-0.165736","-0.232368","1.309909","2.463646","90.000000","55.534072","26.499083","55.534072","-2.172047","-5.505578","1025.896843","727.548195","74.176773","77.506872","66.802637","72.349009","53.068506","48.416861","37.037820","35.569758","-0.382955","-0.382955","0.206239","2.323559","2.323559","20.748333","0.206239","22.527992","55.534072","-0.232368","-0.165736","-0.398104","41.260328","33.029412","46.021720","33.702919","44.436395","35.618521","45.559536","59.284347","42.752619","<1B USD"
"MBINM","MBINM","MBIN","NFF","","8.000000","06/13/2025","10/1/2027","NONE","0.520000","8.25%","","","45.76","Regionalbank","","23.000000","","","","","","25.180000","","","25.680000","25.820000","-1.930000","-2.470000","24.800000","26.920000","21.600000","26.920000","24.790000","32.870000","27.250000","53.270000","39.400000","42.820000","9.890000","53.270000","1.504131","8.000000","14.230000","9.490000","2.323559","-0.382955","0.206239","-0.382955","-0.165736","-0.232368","1.309909","2.463646","90.000000","55.534072","26.499083","55.534072","-2.172047","-5.505578","1025.896843","727.548195","74.176773","77.506872","66.802637","72.349009","53.068506","48.416861","37.037820","35.569758","-0.382955","-0.382955","0.206239","2.323559","2.323559","20.748333","0.206239","22.527992","55.534072","-0.232368","-0.165736","-0.398104","41.260328","33.029412","46.021720","33.702919","44.436395","35.618521","45.559536","59.284347","42.752619","<1B USD"
"MBNKP","MBNKP","MFIN","FF","","11.500000","06/16/2025","4/1/2025","NONE","0.680000","8.00%","","","23.24","Creditservices","","26.000000","","","","","","25.600000","","","25.450000","25.230000","0.570000","1.460000","24.250000","27.000000","21.970000","27.000000","25.120000","9.230000","6.480000","10.500000","9.570000","8.550000","2.130000","10.500000","0.214505","11.500000","6.680000","2.850000","3.333333","-0.120952","0.424383","-0.120952","-0.035528","0.079532","0.381737","2.238596","90.000000","79.114286","43.950617","79.114286","1.390842","3.963809","603.623369","678.651581","78.820648","97.242422","80.097927","97.509764","66.825517","68.931171","22.204150","33.246415","-0.120952","-0.120952","0.424383","3.333333","3.333333","25.465334","0.424383","37.414093","79.114286","0.079532","-0.035528","0.044004","36.072525","53.411765","57.978638","29.463482","38.972600","28.687332","36.888470","71.219311","72.642538","<1B USD"
"MER PRK","MER-K","BAC","","TP","11.500000","06/12/2025","12/15/2011","12/15/2066","0.400000","6.45%","26.450000","24.620000","7537.21","Bank","","22.000000","","","","","","25.430000","0.810000","-1.020000","25.710000","25.730000","-1.080000","-1.170000","25.180000","26.640000","24.510000","26.640000","25.130000","44.690000","33.060000","48.080000","46.460000","46.010000","22.390000","50.110000","336.837915","11.000000","34.690000","19.670000","0.995980","-0.108162","0.351785","-0.070507","-0.038097","-0.028689","0.288268","1.271988","89.678428","80.265416","38.142771","83.654326","1.320530","1.060228","561.099483","468.635996","63.352230","98.654051","76.578161","17.298711","66.554029","58.522725","20.710366","23.267436","-0.070507","-0.108162","0.351785","0.995980","0.995980","14.546757","0.351785","32.460019","81.959871","-0.028689","-0.038097","-0.066787","92.280632","50.500000","80.512592","42.516686","55.795597","43.511082","55.433300","70.983780","63.477446","<1B USD"
"MET PRA","MET-A","MET","FLR","","8.000000","05/30/2025","9/15/2010","NONE","0.360000","4.00%","","","671.16","Insurance","","9.000000","","","","","","24.400000","","","24.430000","24.530000","-0.140000","-0.550000","22.070000","25.430000","22.000000","25.430000","24.080000","80.870000","65.210000","89.050000","85.190000","83.070000","32.720000","89.050000","54.276709","8.000000","51.880000","24.380000","1.471577","-0.091859","0.240147","-0.091859","-0.050710","-0.026484","0.558790","2.317063","90.000000","81.732734","29.211777","81.732734","0.975404","1.119408","684.173925","695.700077","68.323122","1.767164","69.546467","17.637877","65.221429","58.734866","25.033739","34.056481","-0.091859","-0.091859","0.240147","1.471577","1.471577","16.768432","0.240147","24.841911","81.732734","-0.026484","-0.050710","-0.077194","77.684273","33.029412","71.230497","48.087717","62.975555","46.461350","59.124149","69.827676","63.664245","<1B USD"
"METCL","METCL","METC","","BB","8.000000","07/15/2025","7/30/2023","7/30/2026","0.560000","9.00%","26.320000","25.450000","54.69","Cokingcoal","","55.000000","","","","","","25.520000","0.070000","-0.800000","25.560000","25.640000","-0.150000","-0.480000","24.750000","26.220000","24.180000","26.220000","25.300000","9.150000","6.300000","15.090000","12.800000","9.500000","1.554000","22.118000","0.500413","8.000000","","","4.888031","-0.586310","0.452381","-0.393638","-0.285156","-0.036842","","","90.000000","37.232119","46.190476","54.572565","-6.799676","0.841492","","","83.759338","52.002722","81.304484","70.786424","50.314128","57.738623","","","-0.393638","-0.586310","0.452381","4.888031","4.888031","32.727860","0.452381","39.324685","45.902342","-0.036842","-0.285156","-0.321998","37.502065","33.029412","41.320885","0.000000","1.000000","0.000000","1.000000","43.782719","62.787010","<1B USD"
"METCZ","METCZ","METC","","","8.000000","04/15/2025","11/30/2026","11/30/2029","0.520000","8.38%","","","54.69","Cokingcoal","","54.000000","","","","","","23.850000","","","","","","","23.180000","25.590000","23.180000","25.590000","23.640000","9.150000","6.300000","15.090000","12.800000","9.500000","1.554000","22.118000","0.500413","8.000000","","","4.888031","-0.586310","0.452381","-0.393638","-0.285156","-0.036842","","","90.000000","37.232119","46.190476","54.572565","-6.799676","0.841492","","","83.759338","52.002722","81.304484","70.786424","50.314128","57.738623","","","-0.393638","-0.586310","0.452381","4.888031","4.888031","32.727860","0.452381","39.324685","45.902342","-0.036842","-0.285156","-0.321998","37.502065","33.029412","40.510671","0.000000","1.000000","0.000000","1.000000","43.782719","62.787010","<1B USD"
"MFA PRC","MFA-C","MFA","NFF","","8.000000","06/02/2025","3/31/2025","NONE","0.410000","6.50%","","","102.65","Reit","","12.000000","","","","","","24.360000","","","24.420000","24.030000","-0.230000","1.390000","21.620000","25.030000","17.100000","25.030000","24.000000","9.810000","7.850000","13.450000","10.930000","10.320000","6.440000","19.600000","1.006997","8.000000","","","0.523292","-0.499490","0.249682","-0.270632","-0.102470","-0.049419","","","51.863354","45.045918","29.974522","65.643123","-0.440906","0.504065","","","55.260485","62.891414","70.254285","88.777644","59.752777","56.529050","","","-0.270632","-0.499490","0.249682","0.523292","0.523292","12.338667","0.249682","25.492530","55.344521","-0.049419","-0.102470","-0.151889","40.017493","33.029412","45.457403","0.000000","1.000000","0.000000","1.000000","65.083320","61.721928","<1B USD"
"MFAN","MFAN","MFA","","BB","8.000000","08/01/2025","2/15/2026","2/15/2029","0.560000","8.88%","","","102.65","Reit","","72.000000","","","","","","24.830000","","","25.010000","25.190000","-0.700000","-1.420000","24.020000","25.820000","24.020000","25.820000","24.720000","9.810000","7.850000","13.450000","10.930000","10.320000","6.440000","19.600000","1.006997","8.000000","","","0.523292","-0.499490","0.249682","-0.270632","-0.102470","-0.049419","","","51.863354","45.045918","29.974522","65.643123","-0.440906","0.504065","","","55.260485","62.891414","70.254285","88.777644","59.752777","56.529050","","","-0.270632","-0.499490","0.249682","0.523292","0.523292","12.338667","0.249682","25.492530","55.344521","-0.049419","-0.102470","-0.151889","40.017493","33.029412","46.366551","0.000000","1.000000","0.000000","1.000000","65.083320","61.721928","<1B USD"
"MFAO","MFAO","MFA","","BB","8.000000","07/30/2025","8/15/2026","8/15/2029","0.560000","9.00%","","","102.65","Reit","","70.000000","","","","","","24.960000","","","","","","","24.270000","25.850000","24.270000","25.850000","24.840000","9.810000","7.850000","13.450000","10.930000","10.320000","6.440000","19.600000","1.006997","8.000000","","","0.523292","-0.499490","0.249682","-0.270632","-0.102470","-0.049419","","","51.863354","45.045918","29.974522","65.643123","-0.440906","0.504065","","","55.260485","62.891414","70.254285","88.777644","59.752777","56.529050","","","-0.270632","-0.499490","0.249682","0.523292","0.523292","12.338667","0.249682","25.492530","55.344521","-0.049419","-0.102470","-0.151889","40.017493","33.029412","46.366551","0.000000","1.000000","0.000000","1.000000","65.083320","61.721928","<1B USD"
"MFICL","MFICL","MFIC","","BB","12.000000","05/27/2025","12/15/2025","12/15/2028","0.500000","8.00%","","","92.92","Assetmanagement","","6.000000","","","","","","25.470000","","","25.430000","25.430000","0.160000","0.150000","25.110000","25.850000","25.000000","25.850000","25.000000","12.870000","10.180000","16.370000","13.820000","14.710000","7.330000","16.370000","1.195880","12.000000","","","0.755798","-0.213806","0.264244","-0.213806","-0.068741","-0.125085","","","70.463847","70.757483","31.139489","70.757483","0.482028","-1.526061","","","59.863435","98.721011","71.288901","97.089202","63.316408","49.251672","","","-0.213806","-0.213806","0.264244","0.755798","0.755798","13.424783","0.264244","26.486243","70.757483","-0.125085","-0.068741","-0.193826","40.489700","56.323529","57.909308","0.000000","1.000000","0.000000","1.000000","68.174966","55.313879","<1B USD"
"MGRE","MGRE","AMG","","BB","8.000000","06/26/2025","3/30/2029","3/30/2064","0.420000","6.75%","","","28.79","Assetmanagement","","36.000000","","","","","","23.640000","","","24.350000","25.160000","-2.920000","-6.020000","22.510000","26.510000","22.510000","26.510000","23.390000","182.320000","139.220000","199.520000","186.590000","169.420000","62.190000","199.520000","5.248993","8.000000","82.300000","48.770000","1.931661","-0.086207","0.309582","-0.086207","-0.022884","0.076142","1.215310","2.738364","90.000000","82.241379","34.766557","82.241379","1.736801","3.872855","982.858958","787.236278","71.805649","1.763482","74.203033","17.548838","68.161329","68.605128","35.525981","38.405862","-0.086207","-0.086207","0.309582","1.931661","1.931661","18.917642","0.309582","29.580119","82.241379","0.076142","-0.022884","0.053258","50.497986","33.029412","62.058306","55.655039","72.728335","57.840254","73.359403","72.378202","72.355442","<1B USD"
"MHLA","MHLA","MHLD","","BB","8.000000","05/30/2025","6/14/2021","6/14/2046","0.410000","6.63%","17.510000","15.260000","99.49","Insurance","","9.000000","","","","","","14.820000","-0.440000","-2.690000","14.400000","15.340000","2.920000","-3.380000","12.250000","17.930000","12.250000","18.670000","14.450000","1.200000","0.546700","2.200000","1.670000","0.950000","0.546700","4.000000","0.119388","8.000000","0.872400","0.402000","1.194988","-0.700000","1.194988","-0.454545","-0.281437","0.263158","0.375516","1.985075","90.000000","27.000000","90.000000","49.090909","-6.672468","8.890481","600.793247","623.568750","65.667448","37.744053","100.000000","61.877960","50.805303","86.591776","22.104733","30.629131","-0.454545","-0.700000","1.194988","1.194988","1.194988","15.476391","1.194988","90.000000","38.045455","0.263158","-0.281437","-0.018279","35.596940","33.029412","37.197135","25.630193","34.032249","25.554232","32.968895","44.208840","88.193473","<1B USD"
"MHNC","MHNC","MHLD","","BB","8.000000","05/15/2025","12/1/2018","12/1/2043","0.480000","7.75%","18.640000","17.600000","99.49","Insurance","","84.000000","","","","","","17.200000","-0.400000","-1.440000","16.760000","17.310000","2.610000","-0.640000","14.850000","19.970000","14.850000","20.650000","17.170000","1.200000","0.546700","2.200000","1.670000","0.950000","0.546700","4.000000","0.119388","8.000000","0.872400","0.402000","1.194988","-0.700000","1.194988","-0.454545","-0.281437","0.263158","0.375516","1.985075","90.000000","27.000000","90.000000","49.090909","-6.672468","8.890481","600.793247","623.568750","65.667448","37.744053","100.000000","61.877960","50.805303","86.591776","22.104733","30.629131","-0.454545","-0.700000","1.194988","1.194988","1.194988","15.476391","1.194988","90.000000","38.045455","0.263158","-0.281437","-0.018279","35.596940","33.029412","37.197135","25.630193","34.032249","25.554232","32.968895","44.208840","88.193473","<1B USD"
"MITN","MITN","MITT","","BB","8.000000","08/01/2025","2/15/2026","2/15/2029","0.590000","9.50%","","","29.68","Reit","","72.000000","","","","","","25.090000","","","25.120000","25.180000","-0.140000","-0.350000","21.500000","25.600000","21.500000","25.950000","24.970000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","90.000000","27.566540","33.202847","82.075472","4.787034","1.719401","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","","","-0.088050","-0.693705","0.290036","1.065527","1.065527","14.871634","0.290036","28.246280","54.821006","-0.004121","0.088589","0.084468","36.075900","33.029412","44.574312","0.000000","1.000000","0.000000","1.000000","82.595873","65.558112","<1B USD"
"MITP","MITP","MITT","","BB","8.000000","07/30/2025","5/15/2026","5/15/2029","0.590000","9.50%","","","29.68","Reit","","70.000000","","","","","","24.960000","","","","","","","24.200000","25.800000","24.200000","25.800000","24.830000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","90.000000","27.566540","33.202847","82.075472","4.787034","1.719401","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","","","-0.088050","-0.693705","0.290036","1.065527","1.065527","14.871634","0.290036","28.246280","54.821006","-0.004121","0.088589","0.084468","36.075900","33.029412","44.574312","0.000000","1.000000","0.000000","1.000000","82.595873","65.558112","<1B USD"
"MITT PRA","MITT-A","MITT","","","8.000000","05/30/2025","9/17/2024","NONE","0.520000","8.25%","20.450000","17.360000","29.68","Reit","","9.000000","","","","","","22.220000","4.860000","1.770000","22.040000","21.650000","0.820000","2.640000","18.600000","23.990000","15.910000","23.990000","21.750000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","90.000000","27.566540","33.202847","82.075472","4.787034","1.719401","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","","","-0.088050","-0.693705","0.290036","1.065527","1.065527","14.871634","0.290036","28.246280","54.821006","-0.004121","0.088589","0.084468","36.075900","33.029412","43.700306","0.000000","1.000000","0.000000","1.000000","82.595873","65.558112","<1B USD"
"MITT PRB","MITT-B","MITT","","","8.000000","05/30/2025","9/27/2017","NONE","0.500000","8.00%","20.190000","16.460000","29.68","Reit","","9.000000","","","","","","21.470000","5.010000","1.280000","21.390000","21.040000","0.370000","2.060000","18.410000","23.820000","15.010000","23.820000","21.020000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","90.000000","27.566540","33.202847","82.075472","4.787034","1.719401","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","","","-0.088050","-0.693705","0.290036","1.065527","1.065527","14.871634","0.290036","28.246280","54.821006","-0.004121","0.088589","0.084468","36.075900","33.029412","43.700306","0.000000","1.000000","0.000000","1.000000","82.595873","65.558112","<1B USD"
"MITT PRC","MITT-C","MITT","FF","","11.000000","05/30/2025","8/3/2017","NONE","0.710000","8.00%","","","29.68","Reit","","9.000000","","","","","","25.210000","","","24.880000","24.750000","1.320000","1.850000","20.650000","25.500000","17.050000","25.500000","24.570000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","90.000000","27.566540","33.202847","82.075472","4.787034","1.719401","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","","","-0.088050","-0.693705","0.290036","1.065527","1.065527","14.871634","0.290036","28.246280","54.821006","-0.004121","0.088589","0.084468","36.075900","33.029412","43.700306","0.000000","1.000000","0.000000","1.000000","82.595873","65.558112","<1B USD"
"MS PRA","MS-A","MS","FLR","","11.000000","06/27/2025","7/15/2011","NONE","0.330000","4.00%","","","1603.20","Bank","","37.000000","","","","","","22.000000","","","23.090000","23.140000","-4.710000","-4.930000","21.000000","24.650000","20.310000","24.650000","21.810000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","90.000000","82.909245","45.100066","82.909245","1.521765","-0.048458","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999","-0.078786","-0.078786","0.438751","2.287437","2.287437","20.579595","0.438751","38.394569","82.909245","-0.070012","-0.030743","-0.100755","90.162711","50.500000","80.085340","49.076010","64.249268","49.406390","62.808458","71.657876","59.977903","<1B USD"
"MS PRE","MS-E","MS","","","11.000000","06/27/2025","10/15/2023","NONE","0.450000","7.13%","26.100000","24.990000","1603.20","Bank","","37.000000","","","","","","25.440000","0.450000","-0.660000","25.440000","25.400000","0.010000","0.150000","25.010000","25.840000","24.930000","26.280000","25.180000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","90.000000","82.909245","45.100066","82.909245","1.521765","-0.048458","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999","-0.078786","-0.078786","0.438751","2.287437","2.287437","20.579595","0.438751","38.394569","82.909245","-0.070012","-0.030743","-0.100755","90.162711","50.500000","80.085340","49.076010","64.249268","49.406390","62.808458","71.657876","59.977903","<1B USD"
"MS PRF","MS-F","MS","","","11.000000","06/27/2025","1/15/2024","NONE","0.430000","6.88%","26.310000","24.430000","1603.20","Bank","","37.000000","","","","","","25.220000","0.790000","-1.090000","25.280000","25.310000","-0.230000","-0.370000","24.870000","25.750000","24.330000","26.050000","24.970000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","90.000000","82.909245","45.100066","82.909245","1.521765","-0.048458","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999","-0.078786","-0.078786","0.438751","2.287437","2.287437","20.579595","0.438751","38.394569","82.909245","-0.070012","-0.030743","-0.100755","90.162711","50.500000","80.085340","49.076010","64.249268","49.406390","62.808458","71.657876","59.977903","<1B USD"
"MS PRI","MS-I","MS","","","11.000000","06/27/2025","10/15/2024","NONE","0.400000","6.38%","26.490000","23.400000","1603.20","Bank","","37.000000","","","","","","24.800000","1.400000","-1.690000","24.970000","25.150000","-0.680000","-1.410000","24.210000","26.750000","23.250000","26.750000","24.560000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","90.000000","82.909245","45.100066","82.909245","1.521765","-0.048458","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999","-0.078786","-0.078786","0.438751","2.287437","2.287437","20.579595","0.438751","38.394569","82.909245","-0.070012","-0.030743","-0.100755","90.162711","50.500000","80.085340","49.076010","64.249268","49.406390","62.808458","71.657876","59.977903","<1B USD"
"MS PRP","MS-P","MS","","","11.000000","06/27/2025","10/15/2027","NONE","0.410000","6.50%","26.330000","24.280000","1603.20","Bank","","37.000000","","","","","","25.480000","1.200000","-0.850000","25.550000","25.890000","-0.290000","-1.590000","24.700000","27.140000","24.250000","27.140000","25.240000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","90.000000","82.909245","45.100066","82.909245","1.521765","-0.048458","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999","-0.078786","-0.078786","0.438751","2.287437","2.287437","20.579595","0.438751","38.394569","82.909245","-0.070012","-0.030743","-0.100755","90.162711","50.500000","80.085340","49.076010","64.249268","49.406390","62.808458","71.657876","59.977903","<1B USD"
"MS PRQ","MS-Q","MS","","","8.000000","06/30/2025","10/15/2029","NONE","0.410000","6.63%","","","1603.20","Bank","","40.000000","","","","","","25.620000","","","","","","","24.820000","27.350000","21.920000","27.350000","25.390000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","90.000000","82.909245","45.100066","82.909245","1.521765","-0.048458","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999","-0.078786","-0.078786","0.438751","2.287437","2.287437","20.579595","0.438751","38.394569","82.909245","-0.070012","-0.030743","-0.100755","90.162711","50.500000","80.085340","49.076010","64.249268","49.406390","62.808458","71.657876","59.977903","<1B USD"
"MSBIP","MSBIP","MSBI","NFF","","10.500000","06/16/2025","9/30/2027","NONE","0.480000","7.75%","","","21.40","Regionalbank","","26.000000","","","","","","23.870000","","","23.930000","24.670000","-0.230000","-3.260000","22.750000","25.770000","20.920000","26.550000","23.530000","17.850000","14.790000","28.080000","26.770000","19.550000","12.480000","30.600000","0.381990","10.500000","27.020000","15.390000","0.430288","-0.416667","0.206897","-0.364316","-0.333209","-0.086957","-0.339378","0.159844","44.423077","52.500000","26.551724","57.211538","-8.443253","-0.503076","344.438734","226.999934","52.837557","73.278831","66.859654","75.075129","43.967956","52.918759","13.099483","11.785997","-0.364316","-0.416667","0.206897","0.430288","0.430288","11.904216","0.206897","22.572895","54.855769","-0.086957","-0.333209","-0.420165","36.909950","47.588235","46.951951","39.564579","51.990915","40.490176","51.654082","38.277066","58.542909","<1B USD"
"MTB PRH","MTB-H","MTB","NFF","","10.500000","06/02/2025","12/15/2026","NONE","0.350000","5.63%","","","160.60","Regionalbank","","12.000000","","","","","","24.790000","","","24.540000","24.600000","1.030000","0.770000","23.020000","26.120000","20.220000","26.120000","24.490000","187.340000","139.780000","225.700000","216.620000","199.230000","88.480000","225.700000","30.086804","10.500000","168.810000","98.760000","1.117315","-0.169960","0.340249","-0.169960","-0.135168","-0.059680","0.109768","0.896922","90.000000","74.703589","37.219917","74.703589","-1.335602","0.228758","479.891000","387.145214","64.812273","91.833592","75.956636","91.201919","56.298181","55.542161","17.857665","19.395367","-0.169960","-0.169960","0.340249","1.117315","1.117315","15.113551","0.340249","31.672828","74.703589","-0.059680","-0.135168","-0.194847","68.536892","47.588235","67.622542","69.541510","90.625249","71.822681","90.851720","62.086268","60.852929","<1B USD"
"MTB PRJ","MTB-J","MTB","","","8.000000","06/02/2025","6/15/2029","NONE","0.470000","7.50%","","","160.60","Regionalbank","","12.000000","","","","","","26.470000","","","","","","","25.000000","28.040000","24.090000","28.040000","26.060000","187.340000","139.780000","225.700000","216.620000","199.230000","88.480000","225.700000","30.086804","10.500000","168.810000","98.760000","1.117315","-0.169960","0.340249","-0.169960","-0.135168","-0.059680","0.109768","0.896922","90.000000","74.703589","37.219917","74.703589","-1.335602","0.228758","479.891000","387.145214","64.812273","91.833592","75.956636","91.201919","56.298181","55.542161","17.857665","19.395367","-0.169960","-0.169960","0.340249","1.117315","1.117315","15.113551","0.340249","31.672828","74.703589","-0.059680","-0.135168","-0.194847","68.536892","47.588235","67.622542","69.541510","90.625249","71.822681","90.851720","62.086268","60.852929","<1B USD"
"NEWTG","NEWTG","NEWT","","BB","8.000000","05/30/2025","6/1/2027","6/1/2029","0.530000","8.50%","","","27.29","Regionalbank","","9.000000","","","","","","24.860000","","","","","","","24.000000","25.840000","24.000000","25.840000","24.380000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","28.859649","26.155235","28.859649","65.480955","-3.097951","-1.650680","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087","-0.272434","-0.709386","0.235746","0.235746","0.235746","10.995440","0.235746","24.541547","45.818095","-0.129730","-0.199574","-0.329304","36.537790","33.029412","40.901205","37.308723","49.083563","36.645527","46.844343","56.182755","54.920523","<1B USD"
"NEWTH","NEWTH","NEWT","","BB","8.000000","07/14/2025","10/15/2026","10/15/2029","0.540000","8.63%","","","27.29","Regionalbank","","54.000000","","","","","","24.630000","","","","","","","23.000000","25.950000","23.000000","25.950000","24.410000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","28.859649","26.155235","28.859649","65.480955","-3.097951","-1.650680","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087","-0.272434","-0.709386","0.235746","0.235746","0.235746","10.995440","0.235746","24.541547","45.818095","-0.129730","-0.199574","-0.329304","36.537790","33.029412","40.901205","37.308723","49.083563","36.645527","46.844343","56.182755","54.920523","<1B USD"
"NEWTI","NEWTI","NEWT","","BB","8.000000","05/15/2025","9/1/2025","9/1/2028","0.500000","8.00%","","24.800000","27.29","Regionalbank","","84.000000","","","","","","25.500000","0.700000","","25.020000","25.110000","1.900000","1.550000","23.900000","26.570000","23.480000","26.570000","25.470000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","28.859649","26.155235","28.859649","65.480955","-3.097951","-1.650680","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087","-0.272434","-0.709386","0.235746","0.235746","0.235746","10.995440","0.235746","24.541547","45.818095","-0.129730","-0.199574","-0.329304","36.537790","33.029412","40.901205","37.308723","49.083563","36.645527","46.844343","56.182755","54.920523","<1B USD"
